07,04,2017,00,05,04.9,294,05.5,09.6,10.4,1028.8,3.21,9
07,04,2017,00,10,05.5,287,06.2,09.5,10.4,1028.7,3.08,10
07,04,2017,00,20,05.6,287,06.7,09.4,10.4,1028.7,3.00,9
07,04,2017,00,25,06.3,286,06.9,09.4,10.4,1028.6,2.84,10
07,04,2017,00,35,05.5,283,06.4,09.3,10.3,1028.6,2.76,9
07,04,2017,00,40,06.1,270,06.5,09.3,10.3,1028.5,2.62,9
07,04,2017,00,50,06.0,279,06.6,09.4,10.3,1028.5,2.52,9
07,04,2017,00,55,05.6,283,06.1,09.4,10.3,1028.5,2.39,9
07,04,2017,01,00,05.7,278,06.1,09.3,10.3,1028.5,2.35,9
07,04,2017,03,50,04.6,335,04.8,08.3,10.5,1027.6,1.95,5
07,04,2017,03,55,04.5,332,05.0,08.3,10.5,1027.6,1.99,5
07,04,2017,04,05,04.5,334,05.0,08.3,10.4,1027.5,2.01,5
07,04,2017,04,10,03.2,356,03.7,08.3,10.4,1027.5,2.05,6
07,04,2017,04,15,03.7,357,05.3,08.2,10.4,1027.4,2.07,7
07,04,2017,04,20,02.3,358,04.5,08.2,10.4,1027.4,2.09,7
07,04,2017,04,25,03.2,007,04.1,08.2,10.5,1027.4,2.11,7
07,04,2017,04,35,04.0,014,05.1,08.3,10.5,1027.3,2.13,7
07,04,2017,04,40,04.8,025,06.0,08.3,10.4,1027.3,2.16,7
07,04,2017,04,50,02.9,016,04.6,08.4,10.4,1027.3,2.18,7
07,04,2017,05,00,04.8,024,06.3,08.2,10.4,1027.2,2.21,6
07,04,2017,05,05,05.1,024,05.9,08.0,10.4,1027.1,2.23,6
07,04,2017,05,10,04.9,023,05.4,08.0,10.4,1027.2,2.25,7
07,04,2017,05,20,04.8,021,05.7,07.8,10.4,1027.2,2.27,6
07,04,2017,05,25,03.7,012,05.0,07.7,10.4,1027.2,2.29,6
07,04,2017,05,35,02.9,359,04.3,07.8,10.4,1027.3,2.30,6
07,04,2017,05,40,04.1,020,04.8,07.7,10.5,1027.2,2.33,6
07,04,2017,05,50,03.6,029,03.9,07.8,10.5,1027.1,2.35,6
07,04,2017,05,55,03.2,055,03.8,07.8,10.5,1027.2,2.39,6
07,04,2017,06,05,03.2,049,03.7,07.8,10.5,1027.2,2.42,6
07,04,2017,06,10,03.5,035,03.8,07.8,10.4,1027.3,2.48,6
07,04,2017,06,20,02.6,022,03.9,07.8,10.4,1027.4,2.52,6
07,04,2017,06,25,03.2,033,03.6,07.7,10.4,1027.4,2.57,6
07,04,2017,06,35,03.1,025,03.5,07.7,10.4,1027.4,2.63,6
07,04,2017,06,40,02.5,054,03.4,07.7,10.4,1027.4,2.70,6
07,04,2017,06,50,02.1,030,02.5,07.8,10.4,1027.5,2.75,6
07,04,2017,06,55,02.4,054,02.8,08.0,10.4,1027.5,2.84,6
07,04,2017,07,05,02.3,039,02.8,08.0,10.4,1027.4,2.89,7
07,04,2017,07,10,02.4,053,03.0,08.0,10.4,1027.5,3.00,6
07,04,2017,07,20,02.4,064,02.9,08.1,10.4,1027.5,3.06,6
07,04,2017,07,25,03.1,029,03.9,08.1,10.4,1027.7,3.17,6
07,04,2017,07,35,02.8,035,03.2,08.2,10.4,1027.7,3.23,6
07,04,2017,07,40,03.1,038,04.3,08.1,10.4,1027.7,3.34,7
07,04,2017,07,50,03.5,047,04.3,08.3,10.4,1027.7,3.41,7
07,04,2017,07,55,03.8,047,05.1,08.2,10.4,1027.8,3.51,8
07,04,2017,08,05,04.0,042,05.1,08.4,10.4,1027.8,3.57,8
07,04,2017,08,10,04.4,038,04.4,08.4,10.4,1027.9,3.66,9
07,04,2017,08,20,04.2,040,05.3,08.3,10.4,1027.9,3.72,8
07,04,2017,08,25,04.2,026,04.9,08.3,10.4,1028.0,3.79,7
07,04,2017,08,35,03.6,036,04.0,08.5,10.4,1028.0,3.82,7
07,04,2017,08,40,05.1,052,05.5,08.5,10.4,1027.9,3.89,9
07,04,2017,08,50,05.0,047,05.5,08.6,10.4,1027.9,3.91,9
07,04,2017,09,00,04.5,063,04.8,08.7,10.4,1027.8,3.94,9
07,04,2017,09,05,04.7,058,05.0,08.7,10.4,1027.8,3.96,9
07,04,2017,09,10,04.1,062,04.6,08.8,10.4,1027.9,3.97,9
07,04,2017,09,20,03.5,053,04.0,08.9,10.4,1028.0,3.98,9
07,04,2017,09,25,03.0,052,03.5,09.2,10.4,1028.1,3.97,9
07,04,2017,09,35,02.3,057,02.7,09.4,10.4,1028.1,3.99,9
07,04,2017,09,40,03.5,079,03.8,09.5,10.4,1028.0,3.99,9
07,04,2017,09,50,03.5,088,03.7,09.6,10.4,1028.0,3.99,9
07,04,2017,09,55,02.9,089,03.5,09.8,10.4,1028.0,3.98,8
07,04,2017,10,05,02.6,094,02.7,09.8,10.5,1028.0,3.98,8
07,04,2017,10,10,02.7,107,03.0,10.0,10.5,1027.9,3.96,8
07,04,2017,10,20,02.5,097,02.8,10.0,10.5,1027.9,3.96,8
07,04,2017,10,25,01.8,102,02.1,10.3,-2.8,1027.8,3.94,9
07,04,2017,10,35,01.4,158,01.8,11.1,10.5,1027.9,3.94,9
07,04,2017,10,40,00.8,187,02.4,11.8,10.5,1027.9,3.92,8
07,04,2017,10,50,01.9,153,02.9,11.7,10.5,1027.9,3.91,6
07,04,2017,10,55,01.8,149,03.3,11.8,10.5,1027.9,3.90,7
07,04,2017,11,05,03.1,118,03.4,10.6,10.5,1027.8,3.89,7
07,04,2017,11,10,03.3,121,03.5,10.4,10.5,1027.9,3.86,6
07,04,2017,11,20,04.3,133,04.9,10.6,10.5,1027.8,3.83,7
07,04,2017,11,25,05.6,125,06.0,10.5,10.6,1027.8,3.81,7
07,04,2017,11,35,05.5,126,05.8,10.5,10.6,1027.7,3.77,7
07,04,2017,11,40,06.2,121,06.5,10.4,10.6,1027.7,3.72,7
07,04,2017,11,50,06.1,120,06.6,10.5,10.6,1027.6,3.68,7
07,04,2017,11,55,06.5,114,06.8,10.5,-1.4,1027.6,3.60,7
07,04,2017,12,05,05.9,113,06.6,10.5,10.5,1027.5,3.54,6
07,04,2017,12,10,06.4,110,06.8,10.5,10.5,1027.5,3.44,6
07,04,2017,12,20,05.8,109,06.3,10.6,10.5,1027.4,3.36,6
07,04,2017,12,25,06.1,106,06.5,10.6,10.5,1027.3,3.24,6
07,04,2017,12,35,06.3,103,06.5,10.5,10.5,1027.2,3.14,6
07,04,2017,12,40,05.7,112,06.1,10.5,10.5,1027.1,3.01,6
07,04,2017,12,50,05.0,109,05.2,10.5,10.6,1027.1,2.90,6
07,04,2017,12,55,05.7,117,06.0,10.5,10.5,1027.0,2.75,6
07,04,2017,13,05,07.5,115,07.9,10.5,10.6,1026.9,2.64,5
07,04,2017,13,10,06.7,108,07.2,10.6,10.6,1026.9,2.49,6
07,04,2017,13,20,06.3,125,06.7,10.6,10.6,1026.8,2.40,5
07,04,2017,13,25,06.3,118,06.7,10.6,10.5,1026.7,2.25,5
07,04,2017,13,35,04.9,126,05.5,10.8,10.6,1026.7,2.16,5
07,04,2017,13,40,06.4,124,06.8,10.8,10.6,1026.6,2.01,5
07,04,2017,13,50,06.3,124,06.5,10.8,10.6,1026.5,1.93,4.6
07,04,2017,13,55,05.5,120,06.4,10.8,10.7,1026.5,1.82,5
07,04,2017,14,05,04.6,114,04.9,10.9,10.8,1026.5,1.74,4.8
07,04,2017,14,10,04.7,100,05.1,11.0,10.9,1026.4,1.65,5
07,04,2017,14,20,05.2,107,05.6,11.0,11.0,1026.4,1.59,5
07,04,2017,14,25,03.1,127,03.8,11.3,11.0,1026.4,1.52,6
07,04,2017,14,35,02.4,130,03.1,11.9,11.6,1026.3,1.47,6
07,04,2017,14,40,03.2,121,03.7,11.8,11.5,1026.2,1.43,6
07,04,2017,14,50,04.2,123,04.3,11.6,11.4,1026.1,1.41,4.8
07,04,2017,14,55,02.9,139,03.3,11.6,11.3,1026.0,1.41,6
07,04,2017,15,05,03.7,131,04.0,11.5,11.0,1026.0,1.41,6
07,04,2017,15,10,02.3,125,02.5,12.1,10.9,1025.9,1.43,6
07,04,2017,15,20,02.4,130,02.6,12.8,10.8,1025.8,1.45,7
07,04,2017,15,30,00.5,170,01.1,14.4,10.7,1025.8,1.50,8
07,04,2017,15,35,00.6,187,00.8,15.7,10.7,1025.8,1.53,9
07,04,2017,15,40,02.9,252,03.7,13.2,10.6,1025.6,1.58,9
07,04,2017,15,50,07.7,270,08.5,12.8,10.6,1025.5,1.62,10
07,04,2017,15,55,11.1,270,11.7,12.8,10.8,1025.3,1.68,10
07,04,2017,16,05,11.1,270,11.6,12.6,10.8,1025.3,1.72,10
07,04,2017,16,10,11.1,269,11.6,12.4,10.7,1025.3,1.78,10
07,04,2017,16,20,11.6,269,12.1,12.3,10.7,1025.2,1.82,8
07,04,2017,16,25,12.1,270,12.9,11.9,10.7,1025.2,1.88,7
07,04,2017,16,35,13.3,269,14.5,11.9,10.8,1025.1,1.92,8
07,04,2017,16,40,13.1,270,14.0,11.9,10.8,1025.1,1.98,8
07,04,2017,16,50,12.7,268,13.4,11.7,10.8,1025.0,2.01,9
07,04,2017,16,55,13.1,269,13.5,11.8,10.8,1024.9,2.07,10
07,04,2017,17,05,13.1,268,14.1,11.8,10.8,1024.9,2.09,10
07,04,2017,17,10,13.8,268,14.4,11.8,10.8,1024.9,2.13,11
07,04,2017,17,20,11.5,264,12.2,11.8,10.7,1025.0,2.16,11
07,04,2017,17,25,11.0,267,11.6,11.4,10.6,1025.0,2.19,9
07,04,2017,17,35,11.3,266,11.9,11.4,10.6,1025.1,2.21,8
07,04,2017,17,40,10.5,260,11.2,11.3,10.6,1025.1,2.24,8
07,04,2017,17,50,10.6,256,11.1,11.3,10.6,1025.1,2.25,8
07,04,2017,17,55,10.8,258,12.0,11.3,10.7,1025.0,2.28,8
07,04,2017,18,05,10.6,258,11.0,11.3,10.7,1025.0,2.29,8
07,04,2017,18,10,10.4,260,11.3,11.2,10.7,1025.0,2.32,8
07,04,2017,18,20,10.3,265,10.6,11.3,10.7,1025.0,2.34,8
07,04,2017,18,25,10.6,262,11.3,11.1,10.7,1025.0,2.38,8
07,04,2017,18,35,09.8,261,10.4,11.2,10.7,1025.0,2.40,8
07,04,2017,18,40,09.9,259,10.2,11.2,10.6,1025.0,2.44,8
07,04,2017,18,50,09.9,255,11.0,11.5,10.6,1025.0,2.49,11
07,04,2017,18,55,10.6,254,11.0,11.5,10.6,1024.9,2.56,12
07,04,2017,19,05,10.1,254,10.5,11.5,10.6,1025.0,2.60,11
07,04,2017,19,10,10.0,254,10.3,11.4,10.6,1024.9,2.67,12
07,04,2017,19,20,10.8,255,11.3,11.4,10.6,1024.9,2.73,12
07,04,2017,19,25,10.6,255,11.3,11.3,10.6,1024.9,2.82,11
07,04,2017,19,35,10.2,251,10.9,11.3,10.6,1025.0,2.89,12
07,04,2017,19,40,08.3,257,09.0,11.3,10.6,1025.0,2.99,11
07,04,2017,19,50,07.8,253,08.7,11.1,10.6,1025.0,3.07,9
07,04,2017,19,55,07.7,248,08.4,10.9,10.6,1025.0,3.18,9
07,04,2017,20,05,08.5,248,09.2,10.9,10.6,1025.1,3.25,10
07,04,2017,20,10,07.5,249,08.5,10.9,10.6,1025.1,3.37,10
07,04,2017,20,20,07.4,247,08.2,10.8,10.6,1025.2,3.43,10
07,04,2017,20,25,05.8,249,06.2,10.8,10.6,1025.3,3.56,9
07,04,2017,20,35,05.1,240,05.5,10.8,10.6,1025.4,3.62,10
07,04,2017,20,40,05.1,248,05.3,10.6,10.6,1025.4,3.72,11
07,04,2017,20,50,05.4,250,05.7,10.6,10.6,1025.4,3.78,10
07,04,2017,20,55,04.9,260,05.1,10.6,10.6,1025.4,3.86,10
