29,03,2017,00,10,19.0,235,21.9,10.9,1019.8,4.87
29,03,2017,01,10,20.3,233,22.5,10.8,1019.4,4.59
29,03,2017,02,10,19.4,236,22.1,10.6,1019.4,4.66
29,03,2017,03,10,16.6,241,20.5,10.4,1019.7,4.49
29,03,2017,04,10,20.0,235,22.7,10.6,1019.7,3.33
29,03,2017,05,10,17.6,247,20.3,10.6,1019.6,1.37
29,03,2017,06,10,15.2,245,19.2,10.4,1019.7,.58
29,03,2017,06,15,12.6,243,14.6,10.4,1019.7,.58
29,03,2017,06,20,13.9,246,16.5,10.4,1019.7,.58
29,03,2017,06,25,14.2,243,15.3,10.4,1019.7,.60
29,03,2017,06,30,14.2,241,17.3,10.4,1019.7,.63
29,03,2017,06,35,14.9,245,17.1,10.4,1019.7,.67
29,03,2017,06,40,13.6,246,15.6,10.4,1019.7,.73
29,03,2017,06,45,13.4,242,17.0,10.4,1019.7,.79
29,03,2017,06,50,17.5,238,20.1,10.4,1019.7,.86
29,03,2017,06,55,13.2,242,15.8,10.5,1019.7,.95
29,03,2017,07,00,12.4,245,15.4,10.4,1019.7,1.04
29,03,2017,07,05,12.7,242,14.3,10.4,1019.7,1.15
29,03,2017,07,10,13.8,245,14.6,10.4,1019.7,1.23
29,03,2017,07,15,14.9,244,18.4,10.4,1019.7,1.35
29,03,2017,07,20,11.9,251,13.2,10.5,1019.7,1.42
29,03,2017,07,25,14.1,231,18.0,10.5,1019.7,1.53
29,03,2017,07,30,11.9,241,14.5,10.4,1019.7,1.62
29,03,2017,07,35,12.8,243,13.4,10.4,1020.8,1.72
29,03,2017,07,40,12.0,240,14.7,10.4,1020.8,1.81
29,03,2017,07,45,13.1,234,14.1,10.4,1020.8,1.89
29,03,2017,07,50,16.7,238,18.4,10.4,1020.8,1.94
29,03,2017,07,55,14.0,234,16.1,10.4,1020.8,2.03
29,03,2017,08,00,14.3,237,16.6,10.3,1020.8,2.08
29,03,2017,08,10,10.6,240,11.5,10.3,1020.8,2.17
29,03,2017,08,15,11.0,239,12.8,10.4,1020.8,2.22
29,03,2017,08,20,11.6,240,12.9,10.3,1020.8,2.27
29,03,2017,08,25,11.9,239,13.6,10.4,1020.8,2.31
29,03,2017,08,30,11.7,238,12.8,10.4,1020.8,2.36
29,03,2017,08,35,12.6,242,14.9,10.4,1020.8,2.39
29,03,2017,08,40,13.0,232,16.0,10.4,1020.8,2.43
29,03,2017,08,45,12.6,235,14.3,10.3,1020.8,2.46
29,03,2017,08,50,12.8,231,14.5,10.3,1020.8,2.47
29,03,2017,08,55,10.4,233,11.6,10.3,1020.8,2.49
29,03,2017,09,00,12.8,234,16.1,10.3,1020.8,2.51
29,03,2017,09,05,15.2,241,16.7,10.3,1020.8,2.51
29,03,2017,09,10,12.6,239,16.3,10.3,1020.8,2.52
29,03,2017,09,15,13.8,240,16.2,10.4,1020.8,2.52
29,03,2017,09,20,12.1,234,15.4,10.4,1020.8,2.52
29,03,2017,09,25,12.5,235,15.6,10.4,1020.8,2.52
29,03,2017,09,30,10.7,235,14.4,10.6,1020.8,2.52
29,03,2017,09,35,11.1,236,12.2,10.7,1020.8,2.51
29,03,2017,09,40,11.0,240,15.3,10.7,1021.5,2.51
29,03,2017,09,45,12.3,237,14.2,10.9,1021.5,2.51
29,03,2017,09,50,14.6,240,19.4,10.9,1021.5,2.51
