"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH"
"06/04/2017","00:00","05.4","340","07.4","09.3","10.9",".0",
"06/04/2017","00:05","05.1","332","06.1","09.1","10.9",".0",
"06/04/2017","00:10","05.1","335","06.4","09.0","10.9",".0",
"06/04/2017","00:15","04.6","338","06.0","08.9","10.9",".0",
"06/04/2017","00:20","05.4","337","06.3","08.8","10.9",".0",
"06/04/2017","00:25","05.2","345","06.3","08.7","10.9",".0",
"06/04/2017","00:30","05.1","344","06.5","08.7","10.9",".0",
"06/04/2017","00:35","04.9","339","06.0","08.6","11.0",".0",
"06/04/2017","00:40","04.1","336","05.1","08.4","11.0",".0",
"06/04/2017","00:45","04.0","332","04.8","08.3","11.0",".0",
"06/04/2017","00:50","03.2","332","04.4","08.0","11.0",".0",
"06/04/2017","00:55","02.7","342","03.8","07.9","11.0",".0",
"06/04/2017","01:00","03.1","344","04.2","08.0","11.0",".0",
"06/04/2017","01:05","02.6","343","03.6","08.1","11.0",".0",
"06/04/2017","01:10","02.8","337","04.4","08.1","11.0",".0",
"06/04/2017","01:15","03.3","331","04.5","08.1","11.0",".0",
"06/04/2017","01:20","03.6","325","04.3","07.8","11.0",".0",
"06/04/2017","01:25","03.8","328","04.4","07.8","11.0",".0",
"06/04/2017","01:30","04.3","324","05.5","07.8","11.0",".0",
"06/04/2017","01:35","05.1","325","05.8","07.8","11.0",".0",
"06/04/2017","01:40","05.4","327","05.9","07.9","11.0",".0",
"06/04/2017","01:45","04.2","338","05.2","07.9","11.0",".0",
"06/04/2017","01:50","04.8","345","05.8","08.1","11.0",".0",
"06/04/2017","01:55","05.2","004","06.3","08.3","11.0",".0",
"06/04/2017","02:00","05.4","004","06.8","08.3","11.0",".0",
"06/04/2017","02:05","05.4","358","07.3","08.3","11.0",".0",
"06/04/2017","02:10","05.3","346","06.7","08.2","11.0",".0",
"06/04/2017","02:15","04.4","338","05.6","08.1","11.0",".0",
"06/04/2017","02:20","04.0","328","05.1","07.7","11.0",".0",
"06/04/2017","02:25","03.6","318","04.6","07.6","11.0",".0",
"06/04/2017","02:30","04.1","326","05.2","07.6","11.0",".0",
"06/04/2017","02:35","04.3","332","05.5","07.6","11.0",".0",
"06/04/2017","02:40","04.4","340","05.7","07.7","11.0",".0",
"06/04/2017","02:45","04.7","348","06.4","07.8","11.0",".0",
"06/04/2017","02:50","04.4","357","05.6","08.0","11.0",".0",
"06/04/2017","02:55","05.1","006","06.2","08.1","11.1",".0",
"06/04/2017","03:00","05.3","000","06.9","08.1","11.1",".0",
"06/04/2017","03:05","05.6","359","07.3","08.1","11.1",".0",
"06/04/2017","03:10","05.5","357","06.5","08.1","11.1",".0",
"06/04/2017","03:15","05.1","348","06.6","08.1","11.1",".0",
"06/04/2017","03:20","04.6","351","05.8","08.1","11.1",".0",
"06/04/2017","03:25","03.0","341","04.3","07.9","11.1",".0",
"06/04/2017","03:30","02.6","332","03.6","07.7","11.1",".0",
"06/04/2017","03:35","02.7","330","03.7","07.6","11.1",".0",
"06/04/2017","03:40","02.7","335","03.9","07.7","11.1",".0",
"06/04/2017","03:45","02.5","352","04.1","07.6","11.1",".0",
"06/04/2017","03:50","02.4","343","04.6","07.7","11.1",".0",
"06/04/2017","03:55","03.5","001","06.3","07.8","11.1",".0",
"06/04/2017","04:00","03.3","347","05.3","07.8","11.1",".0",
"06/04/2017","04:05","04.0","360","06.3","07.9","11.1",".0",
"06/04/2017","04:10","03.6","357","06.1","07.9","11.1",".0",
"06/04/2017","04:15","04.6","338","06.9","07.7","11.1",".0",
"06/04/2017","04:20","05.2","339","06.5","07.6","11.1",".0",
"06/04/2017","04:25","05.4","354","06.6","07.8","11.1",".0",
"06/04/2017","04:30","05.9","353","08.1","07.8","11.1",".0",
"06/04/2017","04:35","05.2","350","07.3","07.7","11.1",".0",
"06/04/2017","04:40","04.5","350","05.7","07.7","11.1",".0",
"06/04/2017","04:45","04.8","356","06.0","07.8","11.1",".0",
"06/04/2017","04:50","06.7","004","08.5","07.7","11.1",".0",
"06/04/2017","04:55","05.9","357","08.0","07.8","11.1",".0",
"06/04/2017","05:00","03.9","340","05.8","07.6","11.1",".0",
"06/04/2017","05:05","03.9","341","05.1","07.5","11.1",".0",
"06/04/2017","05:10","04.6","351","06.3","07.5","11.1",".0",
"06/04/2017","05:15","04.5","348","05.8","07.5","11.1",".0",
"06/04/2017","05:20","04.6","340","05.7","07.4","11.1",".0",
"06/04/2017","05:25","03.9","329","05.3","07.2","11.1",".0",
"06/04/2017","05:30","03.9","322","05.3","06.7","11.1",".0",
"06/04/2017","05:35","05.3","324","06.0","06.8","11.1",".0",
"06/04/2017","05:40","05.0","327","05.7","06.8","11.1",".0",
"06/04/2017","05:45","03.9","327","05.4","06.9","11.1",".0",
"06/04/2017","05:50","02.7","315","03.9","06.8","11.1",".0",
"06/04/2017","05:55","03.5","318","03.9","06.8","11.1",".0",
"06/04/2017","06:00","03.8","320","04.6","06.9","11.1",".0",
"06/04/2017","06:05","03.6","314","04.4","06.9","11.1",".0",
"06/04/2017","06:10","04.4","321","05.0","06.8","11.1",".0",
"06/04/2017","06:15","04.2","337","05.3","06.9","11.1",".0",
"06/04/2017","06:20","03.8","350","04.6","06.9","11.1",".0",
"06/04/2017","06:25","04.3","354","05.6","07.0","11.1",".0",
"06/04/2017","06:30","04.3","008","05.4","07.1","11.1",".0",
"06/04/2017","06:35","03.8","001","05.0","07.2","11.1",".0",
"06/04/2017","06:40","04.6","352","05.3","07.1","11.1",".0",
"06/04/2017","06:45","04.5","004","05.7","07.2","11.1",".0",
"06/04/2017","06:50","04.8","012","05.6","07.1","11.1",".0",
"06/04/2017","06:55","04.8","007","05.6","07.1","11.1",".0",
"06/04/2017","07:00","04.6","006","05.7","07.1","11.0",".0",
"06/04/2017","07:05","03.8","002","04.8","07.1","11.0",".0",
"06/04/2017","07:10","04.4","358","05.8","07.2","11.0",".0",
"06/04/2017","07:15","03.7","337","04.4","07.1","11.0",".0",
"06/04/2017","07:20","04.0","337","04.9","07.1","11.0",".0",
"06/04/2017","07:25","04.0","342","05.1","07.2","11.0",".0",
"06/04/2017","07:30","04.4","342","05.5","07.3","11.0",".0",
"06/04/2017","07:35","05.0","000","06.0","07.4","11.0",".0",
"06/04/2017","07:40","04.8","012","05.7","07.5","11.0",".0",
"06/04/2017","07:45","04.5","015","05.2","07.6","11.0",".0",
"06/04/2017","07:50","03.5","022","04.3","07.7","11.0",".0",
"06/04/2017","07:55","04.0","025","04.4","07.7","11.0",".0",
"06/04/2017","08:00","03.3","032","04.4","07.5","10.9",".0",
"06/04/2017","08:05","03.9","040","04.6","07.4","10.9",".0",
"06/04/2017","08:10","03.2","045","04.2","07.5","10.9",".0",
"06/04/2017","08:15","02.4","032","03.1","07.7","10.9",".0",
"06/04/2017","08:20","02.1","034","02.9","07.8","10.9",".0",
"06/04/2017","08:25","02.8","030","03.9","07.9","10.9",".0",
"06/04/2017","08:30","03.3","035","04.9","07.8","10.9",".0",
"06/04/2017","08:35","03.9","036","04.8","07.7","10.9",".0",
"06/04/2017","08:40","04.2","027","05.0","08.0","10.9",".0",
"06/04/2017","08:45","04.0","034","05.0","07.9","10.9",".0",
"06/04/2017","08:50","04.4","030","05.1","08.1","10.9",".0",
"06/04/2017","08:55","04.2","032","05.4","08.2","10.9",".0",
"06/04/2017","09:00","04.8","039","06.0","08.3","10.8",".0",
"06/04/2017","09:05","05.3","046","06.4","08.3","10.8",".0",
"06/04/2017","09:10","04.1","041","05.5","08.6","10.8",".0",
"06/04/2017","09:15","03.5","055","05.2","08.7","10.8",".0",
"06/04/2017","09:20","03.8","052","06.0","08.9","10.8",".0",
"06/04/2017","09:25","05.0","061","07.1","09.0","10.8",".0",
"06/04/2017","09:30","04.7","057","05.8","09.2","10.8",".0",
"06/04/2017","09:35","04.1","058","05.5","09.4","10.8",".0",
"06/04/2017","09:40","04.1","041","05.5","09.6","10.8",".0",
"06/04/2017","09:45","02.9","037","03.8","09.8","10.8",".0",
"06/04/2017","09:50","02.5","018","03.1","10.4","10.8",".0",
"06/04/2017","09:55","02.5","022","03.7","10.6","10.8",".0",
"06/04/2017","10:00","03.3","034","04.4","10.2","10.8",".0",
"06/04/2017","10:05","03.5","039","04.8","10.2","10.8",".0",
"06/04/2017","10:10","04.3","040","05.3","10.2","10.8",".0",
"06/04/2017","10:15","04.0","043","04.8","10.3","10.8",".0",
"06/04/2017","10:20","03.2","036","04.4","10.6","10.8",".0",
"06/04/2017","10:25","02.0","024","02.7","11.3","10.7",".0",
"06/04/2017","10:30","02.2","043","03.6","11.1","10.7",".0",
"06/04/2017","10:35","00.5","062","01.8","11.2","10.7",".0",
"06/04/2017","10:40","01.0","063","01.9","11.5","10.7",".0",
"06/04/2017","10:45","01.5","358","02.2","12.5","10.7",".0",
"06/04/2017","10:50","01.0","343","01.7","13.0","10.7",".0",
"06/04/2017","10:55","01.6","331","01.9","12.8","10.7",".0",
"06/04/2017","11:00","01.8","314","02.1","11.8","10.7",".0",
"06/04/2017","11:05","02.0","312","02.3","11.5","10.7",".0",
"06/04/2017","11:10","01.5","303","02.1","11.4","10.7",".0",
"06/04/2017","11:15","05.8","219","08.8","11.0","10.8",".0",
"06/04/2017","11:20","05.1","231","05.9","10.9","10.8",".0",
"06/04/2017","11:25","05.2","229","06.2","11.0","10.8",".0",
"06/04/2017","11:30","07.3","216","09.2","10.6","10.8",".0",
"06/04/2017","11:35","05.9","230","07.2","10.5","10.8",".0",
"06/04/2017","11:40","05.3","233","06.4","10.5","10.8",".0",
"06/04/2017","11:45","06.1","210","07.8","10.7","10.8",".0",
"06/04/2017","11:50","06.0","212","06.9","10.7","10.8",".0",
"06/04/2017","11:55","05.7","211","07.0","10.6","10.8",".0",
"06/04/2017","12:00","05.5","220","06.4","10.7","10.8",".0",
"06/04/2017","12:05","05.4","222","07.0","10.7","10.8",".0",
"06/04/2017","12:10","06.4","223","08.2","10.6","10.8",".0",
"06/04/2017","12:15","06.4","223","08.0","10.7","10.8",".0",
"06/04/2017","12:20","06.7","224","07.7","10.6","10.8",".0",
"06/04/2017","12:25","06.2","231","07.1","10.5","10.8",".0",
"06/04/2017","12:30","06.1","226","06.9","10.6","10.9",".0",
"06/04/2017","12:35","06.5","228","07.4","10.6","10.9",".0",
"06/04/2017","12:40","06.7","229","07.5","10.6","10.9",".0",
"06/04/2017","12:45","06.1","221","07.2","10.8","10.9",".0",
"06/04/2017","12:50","06.2","228","07.4","10.7","10.9",".0",
"06/04/2017","12:55","05.4","230","06.3","10.8","10.9",".0",
"06/04/2017","13:00","05.8","228","06.7","10.9","10.9",".0",
"06/04/2017","13:05","06.3","229","07.4","10.9","10.9",".0",
"06/04/2017","13:10","07.0","225","08.0","10.8","10.9",".0",
"06/04/2017","13:15","07.3","229","08.5","10.8","11.0",".0",
"06/04/2017","13:20","06.8","229","08.5","10.9","11.0",".0",
"06/04/2017","13:25","06.8","229","08.5","11.1","11.0",".0",
"06/04/2017","13:30","07.9","224","09.0","10.9","11.0",".0",
"06/04/2017","13:35","08.1","209","09.3","10.9","11.0",".0",
"06/04/2017","13:40","08.0","209","09.3","11.0","11.0",".0",
"06/04/2017","13:45","07.7","209","09.1","11.1","11.0",".0",
"06/04/2017","13:50","07.6","213","08.6","11.2","11.0",".0",
"06/04/2017","13:55","08.4","215","09.6","11.1","11.1",".0",
"06/04/2017","14:00","08.0","213","09.1","11.4","11.1",".0",
"06/04/2017","14:05","09.0","211","10.0","11.2","11.1",".0",
"06/04/2017","14:10","08.4","208","10.0","11.3","11.1",".0",
"06/04/2017","14:15","07.6","209","08.9","11.4","11.1",".0",
"06/04/2017","14:20","08.4","212","09.7","11.2","11.1",".0",
"06/04/2017","14:25","07.4","209","08.7","11.4","11.1",".0",
"06/04/2017","14:30","07.2","212","08.4","11.5","11.1",".0",
"06/04/2017","14:35","07.0","214","08.5","11.6","11.1",".0",
"06/04/2017","14:40","07.9","210","09.2","11.4","11.1",".0",
"06/04/2017","14:45","08.2","215","09.4","11.3","11.1",".0",
"06/04/2017","14:50","08.6","210","10.7","11.2","11.1",".0",
"06/04/2017","14:55","07.8","213","09.3","11.3","11.1",".0",
"06/04/2017","15:00","09.0","212","10.3","11.3","11.1",".0",
"06/04/2017","15:05","09.1","209","10.3","11.1","11.1",".0",
"06/04/2017","15:10","09.7","210","10.9","11.2","11.1",".0",
"06/04/2017","15:15","09.4","211","10.6","11.2","11.2",".0",
"06/04/2017","15:20","09.5","208","10.5","11.2","11.2",".0",
"06/04/2017","15:25","09.1","210","10.9","11.3","11.2",".0",
"06/04/2017","15:30","10.6","210","12.1","11.0","11.2",".0",
"06/04/2017","15:35","10.8","205","12.6","10.9","11.2",".0",
"06/04/2017","15:40","11.1","201","12.7","10.9","11.2",".0",
"06/04/2017","15:45","10.9","208","12.5","10.9","11.2",".0",
"06/04/2017","15:50","11.5","209","13.0","10.8","11.2",".0",
"06/04/2017","15:55","11.0","209","12.7","10.7","11.2",".0",
"06/04/2017","16:00","11.1","205","12.3","10.9","11.2",".0",
"06/04/2017","16:05","11.0","210","12.0","10.8","11.2",".0",
"06/04/2017","16:10","11.4","207","12.9","10.8","11.2",".0",
"06/04/2017","16:15","11.4","211","13.0","10.7","11.2",".0",
"06/04/2017","16:20","11.7","208","13.1","10.8","11.2",".0",
"06/04/2017","16:25","11.8","209","13.9","10.6","11.2",".0",
"06/04/2017","16:30","11.6","208","13.1","10.8","11.2",".0",
"06/04/2017","16:35","11.6","211","13.0","10.8","11.2",".0",
"06/04/2017","16:40","11.6","204","12.9","10.9","11.2",".0",
"06/04/2017","16:45","11.8","210","13.2","10.8","11.2",".0",
"06/04/2017","16:50","12.0","205","13.5","10.8","11.2",".0",
"06/04/2017","16:55","11.9","214","13.2","10.8","11.3",".0",
"06/04/2017","17:00","12.2","209","14.2","10.8","11.3",".0",
"06/04/2017","17:05","12.0","212","13.2","10.7","11.2",".0",
"06/04/2017","17:10","11.9","211","13.4","10.9","11.3",".0",
"06/04/2017","17:15","11.8","217","13.5","10.8","11.3",".0",
"06/04/2017","17:20","12.3","211","13.3","10.6","11.3",".0",
"06/04/2017","17:25","11.0","213","12.4","10.8","11.3",".0",
"06/04/2017","17:30","12.5","209","14.1","10.6","11.3",".0",
"06/04/2017","17:35","12.7","210","14.6","10.5","11.3",".0",
"06/04/2017","17:40","13.7","210","15.1","10.5","11.3",".0",
"06/04/2017","17:45","12.9","209","14.5","10.5","11.3",".0",
"06/04/2017","17:50","12.6","211","14.5","10.5","11.3",".0",
"06/04/2017","17:55","11.4","210","13.7","10.6","11.3",".0",
"06/04/2017","18:00","12.9","213","14.8","10.6","11.3",".0",
"06/04/2017","18:05","12.2","216","14.0","10.6","11.3",".0",
"06/04/2017","18:10","12.0","219","13.8","10.6","11.3",".0",
"06/04/2017","18:15","11.3","215","13.6","10.6","11.3",".0",
"06/04/2017","18:20","11.0","219","13.5","10.8","11.3",".0",
"06/04/2017","18:25","11.2","221","13.1","10.8","11.3",".0",
"06/04/2017","18:30","10.1","219","12.4","10.9","11.3",".0",
"06/04/2017","18:35","09.3","221","11.0","10.9","11.3",".0",
"06/04/2017","18:40","09.0","227","11.0","10.8","11.3",".0",
"06/04/2017","18:45","09.4","223","11.3","10.8","11.3",".0",
"06/04/2017","18:50","08.2","222","09.6","10.8","11.3",".0",
"06/04/2017","18:55","08.5","225","09.5","10.8","11.3",".0",
"06/04/2017","19:00","08.3","224","10.0","10.7","11.3",".0",
"06/04/2017","19:05","08.5","226","10.0","10.7","11.3",".0",
"06/04/2017","19:10","08.1","226","09.6","10.8","11.3",".0",
"06/04/2017","19:15","08.6","227","10.1","10.7","11.3",".0",
"06/04/2017","19:20","07.7","228","09.1","10.7","11.3",".0",
"06/04/2017","19:25","07.9","228","09.0","10.8","11.3",".0",
"06/04/2017","19:30","07.1","227","08.2","10.8","11.3",".0",
"06/04/2017","19:35","07.3","231","08.2","10.9","11.3",".0",
"06/04/2017","19:40","07.1","231","07.9","10.9","11.3",".0",
"06/04/2017","19:45","08.1","233","08.8","10.9","11.3",".0",
"06/04/2017","19:50","08.0","233","08.6","10.9","11.3",".0",
"06/04/2017","19:55","07.0","239","08.1","10.9","11.3",".0",
"06/04/2017","20:00","05.6","237","06.6","11.0","11.3",".0",
"06/04/2017","20:05","04.9","239","05.8","11.0","11.3",".0",
"06/04/2017","20:10","04.7","240","05.2","11.1","11.3",".0",
"06/04/2017","20:15","05.2","239","05.7","11.1","11.3",".0",
"06/04/2017","20:20","04.9","249","05.3","11.1","11.3",".0",
"06/04/2017","20:25","04.4","263","05.2","11.2","11.3",".0",
"06/04/2017","20:30","04.5","287","05.9","11.3","11.3",".0",
"06/04/2017","20:35","05.4","301","06.6","11.1","11.3",".0",
"06/04/2017","20:40","05.8","304","07.1","11.0","11.3",".0",
