"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH"
"28/03/2017","00:00","03.2","070","03.7","09.5","09.7",".0","6.04"
"28/03/2017","00:05","03.1","064","03.6","09.6","09.7",".0","6.07"
"28/03/2017","00:10","03.4","065","03.8","09.6","09.7",".0","6.09"
"28/03/2017","00:15","02.5","052","03.8","09.7","09.7",".0","6.11"
"28/03/2017","00:20","02.3","049","03.4","09.7","09.6",".0","6.11"
"28/03/2017","00:25","03.0","053","03.7","09.7","09.6",".0","6.11"
"28/03/2017","00:30","03.8","054","04.4","09.7","09.6",".0","6.13"
"28/03/2017","00:35","04.5","054","05.1","09.7","09.6",".0","6.11"
"28/03/2017","00:40","05.0","058","05.7","09.6","09.6",".0","6.09"
"28/03/2017","00:45","05.2","068","06.0","09.7","09.6",".0","6.06"
"28/03/2017","00:50","05.3","072","06.0","09.5","09.6",".0","6.03"
"28/03/2017","00:55","05.6","068","06.8","09.7","09.6",".0","6.00"
"28/03/2017","01:00","04.9","064","06.1","09.9","09.6",".0","5.96"
"28/03/2017","01:05","03.5","063","04.6","09.8","09.6",".0","5.92"
"28/03/2017","01:10","03.6","062","04.9","09.9","09.6",".0","5.88"
"28/03/2017","01:15","04.0","056","04.6","09.8","09.6",".0","5.84"
"28/03/2017","01:20","05.1","048","05.8","09.7","09.6",".0","5.80"
"28/03/2017","01:25","05.0","051","05.6","09.6","09.6",".0","5.76"
"28/03/2017","01:30","04.8","055","06.1","09.6","09.6",".0","5.73"
"28/03/2017","01:35","04.3","063","05.4","09.7","09.6",".0","5.70"
"28/03/2017","01:40","04.3","074","05.6","09.6","09.6",".0","5.67"
"28/03/2017","01:45","04.1","074","05.0","09.6","09.6",".0","5.64"
"28/03/2017","01:50","04.8","080","06.4","09.6","09.6",".0","5.61"
"28/03/2017","01:55","05.2","079","06.7","09.6","09.6",".0","5.59"
"28/03/2017","02:00","05.2","078","06.4","09.6","09.6",".0","5.56"
"28/03/2017","02:05","05.1","078","06.4","09.6","09.6",".0","5.53"
"28/03/2017","02:10","04.6","081","05.7","09.5","09.6",".0","5.50"
"28/03/2017","02:15","04.6","082","05.6","09.4","09.6",".0","5.47"
"28/03/2017","02:20","04.7","083","05.7","09.3","09.6",".0","5.43"
"28/03/2017","02:25","03.9","090","04.8","09.2","09.6",".0","5.41"
"28/03/2017","02:30","03.0","094","04.0","09.0","09.6",".0","5.35"
"28/03/2017","02:35","03.2","092","04.4","09.0","09.6",".0","5.29"
"28/03/2017","02:40","02.7","104","03.9","08.9","09.6",".0","5.21"
"28/03/2017","02:45","01.3","125","02.2","08.7","09.6",".0","5.13"
"28/03/2017","02:50","01.0","116","01.9","08.7","09.6",".0","5.04"
"28/03/2017","02:55","02.7","098","04.9","08.9","09.6",".0","4.95"
"28/03/2017","03:00","04.0","099","05.3","08.9","09.6",".0","4.85"
"28/03/2017","03:05","01.7","093","02.9","08.8","09.6",".0","4.76"
"28/03/2017","03:10","02.8","098","04.1","08.8","09.6",".0","4.65"
"28/03/2017","03:15","03.6","096","04.4","08.7","09.6",".0","4.54"
"28/03/2017","03:20","03.1","094","04.0","08.7","09.6",".0","4.42"
"28/03/2017","03:25","03.3","082","04.4","08.6","09.6",".0","4.34"
"28/03/2017","03:30","03.5","086","04.5","08.9","09.6",".0","4.21"
"28/03/2017","03:35","04.1","093","05.5","08.8","09.6",".0","4.11"
"28/03/2017","03:40","04.7","093","05.7","08.7","09.6",".0","3.98"
"28/03/2017","03:45","02.1","071","04.3","08.6","09.6",".0","3.86"
"28/03/2017","03:50","00.6","065","03.7","08.6","09.6",".0","3.75"
"28/03/2017","03:55","03.0","081","06.0","08.8","09.6",".0","3.64"
"28/03/2017","04:00","03.3","085","04.7","08.8","09.6",".0","3.53"
"28/03/2017","04:05","03.5","095","04.6","08.7","09.6",".0","3.43"
"28/03/2017","04:10","03.7","104","04.9","08.6","09.6",".0","3.34"
"28/03/2017","04:15","03.1","081","04.7","08.4","09.6",".0","3.24"
"28/03/2017","04:20","03.0","065","04.1","08.5","09.6",".0","3.93"
"28/03/2017","04:25","04.2","072","05.6","08.6","09.6",".0","3.75"
"28/03/2017","04:30","04.1","086","06.3","08.5","09.6",".0","3.59"
"28/03/2017","04:35","04.4","095","05.4","08.4","09.6",".0","3.53"
"28/03/2017","04:40","04.6","092","05.8","08.2","09.6",".0","3.39"
"28/03/2017","04:45","03.0","080","04.1","08.1","09.6",".0","3.28"
"28/03/2017","04:50","03.0","065","04.2","08.0","09.5",".0","3.19"
"28/03/2017","04:55","03.3","072","04.5","08.2","09.6",".0","3.09"
"28/03/2017","05:00","03.9","085","04.9","08.3","09.6",".0","2.99"
"28/03/2017","05:05","03.6","078","04.7","08.2","09.6",".0","2.90"
"28/03/2017","05:10","03.8","070","04.8","08.2","09.6",".0","2.81"
"28/03/2017","05:15","04.9","079","05.9","08.2","09.6",".0","2.72"
"28/03/2017","05:20","05.3","083","06.8","08.1","09.6",".0","2.63"
"28/03/2017","05:25","06.1","084","07.4","08.3","09.6",".0","2.55"
"28/03/2017","05:30","05.8","084","07.4","08.2","09.6",".0","2.49"
"28/03/2017","05:35","05.6","094","06.6","08.3","09.6",".0","2.42"
"28/03/2017","05:40","05.2","092","06.8","08.2","09.6",".0","2.37"
"28/03/2017","05:45","05.4","099","06.9","08.1","09.6",".0","2.33"
"28/03/2017","05:50","06.3","101","07.5","07.9","09.6",".0","2.31"
"28/03/2017","05:55","06.8","104","08.8","07.8","09.6",".0","2.29"
"28/03/2017","06:00","07.6","101","08.4","07.8","09.6",".0","2.28"
"28/03/2017","06:05","07.1","097","07.8","07.8","09.6",".0","2.29"
"28/03/2017","06:10","06.8","088","08.0","07.8","09.6",".0","2.31"
"28/03/2017","06:15","07.4","086","08.8","07.9","09.6",".0","2.34"
"28/03/2017","06:20","06.3","087","08.0","07.9","09.6",".0","2.38"
"28/03/2017","06:25","06.1","087","07.4","08.0","09.6",".0","2.43"
"28/03/2017","06:30","05.3","080","06.1","07.9","09.6",".0","2.47"
