"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH"
"03/04/2017","00:00","01.1","347","01.6","09.6","11.3",".0","3.48"
"03/04/2017","00:05","00.7","342","01.6","09.4","11.3",".0","3.50"
"03/04/2017","00:10","01.3","004","01.6","09.2","11.3",".0","3.52"
"03/04/2017","00:15","01.6","004","02.0","09.1","11.3",".0","3.53"
"03/04/2017","00:20","02.6","015","03.4","08.6","11.3",".0","3.55"
"03/04/2017","00:25","03.2","015","03.9","08.1","11.3",".0","3.57"
"03/04/2017","00:30","03.4","020","03.8","07.7","11.3",".0","3.59"
"03/04/2017","00:35","03.3","021","03.7","07.5","11.3",".0","3.61"
"03/04/2017","00:40","02.9","020","03.2","07.7","11.3",".0","3.64"
"03/04/2017","00:45","02.4","024","03.1","07.7","11.3",".0","3.69"
"03/04/2017","00:50","02.1","034","02.6","08.1","11.3",".0","3.74"
"03/04/2017","00:55","01.5","020","02.1","08.1","11.3",".0","3.78"
"03/04/2017","01:00","01.2","022","01.6","08.3","11.3",".0","3.81"
"03/04/2017","01:05","00.8","015","01.4","08.3","11.3",".0","3.86"
"03/04/2017","01:10","01.0","007","01.5","08.1","11.3",".0","3.91"
"03/04/2017","01:15","01.6","017","02.2","08.1","11.3",".0","3.97"
"03/04/2017","01:20","01.5","029","02.1","08.1","11.3",".0","4.01"
"03/04/2017","01:25","01.4","019","01.8","08.1","11.3",".0","4.08"
"03/04/2017","01:30","01.5","014","02.0","08.1","11.3",".0","4.13"
"03/04/2017","01:35","02.2","033","02.7","08.1","11.3",".0","4.18"
"03/04/2017","01:40","02.6","027","03.1","07.7","11.3",".0","4.24"
"03/04/2017","01:45","02.5","026","03.2","07.5","11.3",".0","4.30"
"03/04/2017","01:50","02.5","027","03.2","07.3","11.3",".0","4.36"
"03/04/2017","01:55","02.1","024","02.5","07.3","11.3",".0","4.42"
"03/04/2017","02:00","01.7","028","02.4","07.3","11.3",".0","4.48"
"03/04/2017","02:05","01.1","045","01.7","07.6","11.3",".0","4.53"
"03/04/2017","02:10","00.2","076","01.2","07.8","11.3",".0","4.59"
"03/04/2017","02:15","00.2","129","01.3","07.8","11.3",".0","4.65"
"03/04/2017","02:20","00.0","000","00.0","07.8","11.3",".0","4.70"
"03/04/2017","02:25","00.1","215","00.7","07.9","11.3",".0","4.76"
"03/04/2017","02:30","00.0","270","00.0","07.7","11.3",".0","4.82"
"03/04/2017","02:35","00.1","345","00.9","07.9","11.3",".0","4.88"
"03/04/2017","02:40","01.1","020","02.6","08.0","11.3",".0","4.94"
"03/04/2017","02:45","02.0","021","02.5","07.8","11.3",".0","5.42"
"03/04/2017","02:50","01.7","016","02.3","07.6","11.3",".0","5.34"
"03/04/2017","02:55","01.9","017","02.4","07.5","11.3",".0","5.37"
"03/04/2017","03:00","01.4","004","02.1","07.4","11.3",".0","5.37"
"03/04/2017","03:05","01.6","007","02.1","07.4","11.2",".0","5.39"
"03/04/2017","03:10","02.1","008","02.7","07.4","11.2",".0","5.43"
"03/04/2017","03:15","02.3","008","02.8","07.4","11.2",".0","5.48"
"03/04/2017","03:20","02.5","017","03.0","07.3","11.2",".0","5.52"
"03/04/2017","03:25","02.3","016","02.7","07.2","11.2",".0","5.55"
"03/04/2017","03:30","02.2","019","02.7","07.2","11.2",".0","5.59"
"03/04/2017","03:35","02.0","024","02.7","07.2","11.2",".0","5.64"
"03/04/2017","03:40","02.1","030","02.7","07.2","11.1",".0","5.69"
"03/04/2017","03:45","02.2","035","02.8","07.2","11.1",".0","5.72"
"03/04/2017","03:50","02.2","081","03.0","07.2","11.1",".0","5.77"
"03/04/2017","03:55","03.3","090","03.7","06.8","11.1",".0","5.78"
"03/04/2017","04:00","02.6","098","03.5","06.7","11.1",".0","5.81"
"03/04/2017","04:05","02.7","109","03.2","06.8","11.1",".0","5.85"
"03/04/2017","04:10","03.3","106","04.2","06.6","11.1",".0","5.89"
"03/04/2017","04:15","03.0","101","03.4","06.6","11.0",".0","5.95"
"03/04/2017","04:20","02.7","095","03.2","06.7","11.0",".0","5.97"
"03/04/2017","04:25","03.3","088","04.4","06.6","11.0",".0","5.99"
"03/04/2017","04:30","03.7","079","04.4","06.5","11.0",".0","5.99"
"03/04/2017","04:35","03.3","082","04.7","06.5","11.0",".0","5.99"
"03/04/2017","04:40","03.7","085","04.8","06.4","11.0",".0","6.00"
"03/04/2017","04:45","02.4","090","03.6","06.5","10.9",".0","6.01"
"03/04/2017","04:50","02.2","100","03.0","06.5","10.9",".0","6.01"
"03/04/2017","04:55","02.4","112","03.4","06.4","10.9",".0","5.99"
"03/04/2017","05:00","01.9","102","02.7","06.5","10.9",".0","5.98"
"03/04/2017","05:05","01.5","089","02.3","06.4","10.9",".0","5.95"
"03/04/2017","05:10","02.0","101","03.3","06.4","10.9",".0","5.93"
"03/04/2017","05:15","02.6","090","03.4","06.4","10.9",".0","5.92"
"03/04/2017","05:20","03.0","094","03.6","06.3","10.9",".0","5.90"
"03/04/2017","05:25","02.4","100","03.3","06.4","10.9",".0","5.88"
"03/04/2017","05:30","01.8","098","02.8","06.6","10.8",".0","5.85"
"03/04/2017","05:35","02.8","111","04.2","06.3","10.8",".0","5.82"
"03/04/2017","05:40","03.3","096","04.1","06.2","10.8",".0","5.79"
"03/04/2017","05:45","02.5","089","03.6","06.3","10.8",".0","5.77"
"03/04/2017","05:50","01.5","064","02.7","06.4","10.8",".0","5.74"
"03/04/2017","05:55","01.3","060","02.0","06.6","10.8",".0","5.70"
"03/04/2017","06:00","01.6","063","02.6","06.7","10.8",".0","5.66"
"03/04/2017","06:05","02.1","059","02.8","06.8","10.8",".0","5.65"
"03/04/2017","06:10","03.5","051","05.1","06.8","10.8",".0","5.61"
"03/04/2017","06:15","05.4","052","06.2","06.3","10.8",".0","5.55"
"03/04/2017","06:20","05.6","057","06.3","05.9","10.8",".0","5.54"
"03/04/2017","06:25","05.6","060","06.5","05.9","10.8",".0","5.49"
"03/04/2017","06:30","05.0","066","06.1","05.5","10.8",".0","5.46"
"03/04/2017","06:35","04.3","064","04.9","05.4","10.8",".0","5.41"
"03/04/2017","06:40","05.0","063","06.1","05.4","10.8",".0","5.38"
"03/04/2017","06:45","04.0","071","05.2","05.4","10.8",".0","5.32"
"03/04/2017","06:50","02.8","063","03.8","05.5","10.8",".0","5.27"
"03/04/2017","06:55","02.9","082","03.7","05.3","10.8",".0","5.22"
"03/04/2017","07:00","04.4","087","05.6","05.0","10.8",".0","5.17"
"03/04/2017","07:05","04.3","085","05.4","04.9","10.8",".0","5.11"
"03/04/2017","07:10","04.1","078","05.2","05.3","10.8",".0","5.05"
"03/04/2017","07:15","03.6","071","04.8","05.3","10.8",".0","4.99"
"03/04/2017","07:20","03.5","085","04.1","05.6","10.8",".0","4.91"
"03/04/2017","07:25","02.4","083","03.2","05.8","10.8",".0","4.81"
"03/04/2017","07:30","02.5","074","03.4","05.9","10.8",".0","4.73"
"03/04/2017","07:35","03.6","075","04.2","05.8","10.8",".0","4.65"
"03/04/2017","07:40","03.8","070","04.8","05.8","10.8",".0","4.56"
"03/04/2017","07:45","03.7","083","04.4","05.9","10.7",".0","4.46"
"03/04/2017","07:50","03.9","091","04.7","06.0","10.7",".0","4.36"
"03/04/2017","07:55","03.7","090","04.5","06.4","10.7",".0","4.27"
"03/04/2017","08:00","03.5","101","04.8","06.5","10.7",".0","4.18"
