Update Date and Time (ISO),Update Duration (ms),Reading Date and Time (ISO),Air pressure (mb),Air temperature (C),Sea temperature (C),Tide height (m),Visibility (nm),Wind direction (deg),Wind gust speed (kn),Wind speed (kn)
2007-08-18T10:04:35,156,2007-08-18T09:55:00,1011.00,17.20,18.50,2.10,22.00,196.00,20.00,14.60
2007-08-18T10:05:35,156,2007-08-18T09:55:00,1011.00,17.20,18.50,2.10,22.00,196.00,20.00,14.60
2007-08-18T10:06:35,156,2007-08-18T09:55:00,1011.00,17.20,18.50,2.10,22.00,196.00,20.00,14.60
2007-08-18T10:07:35,156,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:08:35,156,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:09:35,172,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:10:35,157,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:11:35,156,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:12:35,156,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:13:35,156,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:14:35,156,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:15:35,156,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:16:35,157,2007-08-18T10:00:00,1011.00,17.20,18.50,2.20,20.00,204.00,17.90,14.50
2007-08-18T10:17:35,156,2007-08-18T10:10:00,1011.00,17.40,18.50,2.30,20.00,195.00,21.30,16.90
2007-08-18T10:18:35,156,2007-08-18T10:10:00,1011.00,17.40,18.50,2.30,20.00,195.00,21.30,16.90
2007-08-18T10:19:35,156,2007-08-18T10:10:00,1011.00,17.40,18.50,2.30,20.00,195.00,21.30,16.90
2007-08-18T10:20:35,156,2007-08-18T10:10:00,1011.00,17.40,18.50,2.30,20.00,195.00,21.30,16.90
2007-08-18T10:21:35,156,2007-08-18T10:10:00,1011.00,17.40,18.50,2.30,20.00,195.00,21.30,16.90
2007-08-18T10:22:35,172,2007-08-18T10:20:00,1011.00,17.30,18.60,2.30,20.00,189.00,24.40,18.20
2007-08-18T10:23:35,157,2007-08-18T10:20:00,1011.00,17.30,18.60,2.30,20.00,189.00,24.40,18.20
2007-08-18T10:24:35,156,2007-08-18T10:20:00,1011.00,17.30,18.60,2.30,20.00,189.00,24.40,18.20
2007-08-18T10:25:35,156,2007-08-18T10:20:00,1011.00,17.30,18.60,2.30,20.00,189.00,24.40,18.20
2007-08-18T10:26:35,156,2007-08-18T10:20:00,1011.00,17.30,18.60,2.30,20.00,189.00,24.40,18.20
2007-08-18T10:27:35,156,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:28:35,156,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:29:35,157,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:30:35,157,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:31:35,172,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:32:35,172,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:33:35,156,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:34:35,172,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:35:35,172,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:36:35,157,2007-08-18T10:25:00,1011.00,17.20,18.60,2.40,22.00,183.00,23.50,19.80
2007-08-18T10:37:35,156,2007-08-18T10:30:00,1011.00,17.20,18.60,2.40,10.00,188.00,23.10,18.90
2007-08-18T10:38:35,172,2007-08-18T10:30:00,1011.00,17.20,18.60,2.40,10.00,188.00,23.10,18.90
2007-08-18T10:39:35,156,2007-08-18T10:30:00,1011.00,17.20,18.60,2.40,10.00,188.00,23.10,18.90
2007-08-18T10:40:35,156,2007-08-18T10:30:00,1011.00,17.20,18.60,2.40,10.00,188.00,23.10,18.90
2007-08-18T10:41:35,156,2007-08-18T10:30:00,1011.00,17.20,18.60,2.40,10.00,188.00,23.10,18.90
2007-08-18T10:42:35,172,2007-08-18T10:35:00,1011.00,16.90,18.60,2.40,20.00,190.00,22.80,18.50
2007-08-18T10:43:35,188,2007-08-18T10:35:00,1011.00,16.90,18.60,2.40,20.00,190.00,22.80,18.50
2007-08-18T10:44:35,156,2007-08-18T10:35:00,1011.00,16.90,18.60,2.40,20.00,190.00,22.80,18.50
2007-08-18T10:45:35,187,2007-08-18T10:35:00,1011.00,16.90,18.60,2.40,20.00,190.00,22.80,18.50
2007-08-18T10:46:35,156,2007-08-18T10:35:00,1011.00,16.90,18.60,2.40,20.00,190.00,22.80,18.50
2007-08-18T10:47:35,172,2007-08-18T10:40:00,1011.00,16.90,18.60,2.40,12.00,193.00,22.20,18.90
2007-08-18T10:48:35,156,2007-08-18T10:40:00,1011.00,16.90,18.60,2.40,12.00,193.00,22.20,18.90
2007-08-18T10:49:35,157,2007-08-18T10:40:00,1011.00,16.90,18.60,2.40,12.00,193.00,22.20,18.90
2007-08-18T10:50:35,156,2007-08-18T10:40:00,1011.00,16.90,18.60,2.40,12.00,193.00,22.20,18.90
2007-08-18T10:51:35,172,2007-08-18T10:40:00,1011.00,16.90,18.60,2.40,12.00,193.00,22.20,18.90
2007-08-18T10:52:35,172,2007-08-18T10:45:00,1011.00,17.10,18.60,2.50,18.00,198.00,22.60,17.30
2007-08-18T10:53:35,172,2007-08-18T10:45:00,1011.00,17.10,18.60,2.50,18.00,198.00,22.60,17.30
2007-08-18T10:54:35,156,2007-08-18T10:45:00,1011.00,17.10,18.60,2.50,18.00,198.00,22.60,17.30
2007-08-18T10:55:35,172,2007-08-18T10:45:00,1011.00,17.10,18.60,2.50,18.00,198.00,22.60,17.30
2007-08-18T10:56:35,157,2007-08-18T10:45:00,1011.00,17.10,18.60,2.50,18.00,198.00,22.60,17.30
2007-08-18T10:57:35,171,2007-08-18T10:55:00,1011.00,17.20,18.60,2.50,22.00,189.00,24.10,18.90
2007-08-18T10:58:35,172,2007-08-18T10:55:00,1011.00,17.20,18.60,2.50,22.00,189.00,24.10,18.90
2007-08-18T10:59:35,156,2007-08-18T10:55:00,1011.00,17.20,18.60,2.50,22.00,189.00,24.10,18.90
2007-08-18T11:00:35,156,2007-08-18T10:55:00,1011.00,17.20,18.60,2.50,22.00,189.00,24.10,18.90
2007-08-18T11:01:35,156,2007-08-18T10:55:00,1011.00,17.20,18.60,2.50,22.00,189.00,24.10,18.90
2007-08-18T11:02:35,157,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:03:35,172,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:04:35,157,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:05:35,156,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:06:35,156,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:07:35,156,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:08:35,156,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:09:35,172,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:10:35,156,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:11:35,282,2007-08-18T11:00:00,1011.00,17.20,18.60,2.50,20.00,188.00,25.50,19.10
2007-08-18T11:12:35,156,2007-08-18T11:05:00,1010.00,17.30,18.60,2.50,20.00,186.00,23.70,19.80
2007-08-18T11:13:35,157,2007-08-18T11:05:00,1010.00,17.30,18.60,2.50,20.00,186.00,23.70,19.80
2007-08-18T11:14:35,156,2007-08-18T11:05:00,1010.00,17.30,18.60,2.50,20.00,186.00,23.70,19.80
2007-08-18T11:15:35,172,2007-08-18T11:05:00,1010.00,17.30,18.60,2.50,20.00,186.00,23.70,19.80
2007-08-18T11:16:35,156,2007-08-18T11:05:00,1010.00,17.30,18.60,2.50,20.00,186.00,23.70,19.80
2007-08-18T11:17:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:18:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:19:35,156,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:20:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:21:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:22:35,156,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:23:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:24:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:25:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:26:35,172,2007-08-18T11:15:00,1010.00,17.50,18.60,2.60,22.00,187.00,26.20,18.30
2007-08-18T11:27:35,172,2007-08-18T11:20:00,1010.00,17.30,18.60,2.60,20.00,189.00,22.90,18.30
2007-08-18T11:28:35,172,2007-08-18T11:20:00,1010.00,17.30,18.60,2.60,20.00,189.00,22.90,18.30
2007-08-18T11:29:35,156,2007-08-18T11:20:00,1010.00,17.30,18.60,2.60,20.00,189.00,22.90,18.30
2007-08-18T11:30:35,172,2007-08-18T11:20:00,1010.00,17.30,18.60,2.60,20.00,189.00,22.90,18.30
2007-08-18T11:31:35,171,2007-08-18T11:20:00,1010.00,17.30,18.60,2.60,20.00,189.00,22.90,18.30
2007-08-18T11:32:35,171,2007-08-18T11:25:00,1010.00,17.70,18.60,2.60,20.00,188.00,25.90,20.80
2007-08-18T11:33:35,172,2007-08-18T11:25:00,1010.00,17.70,18.60,2.60,20.00,188.00,25.90,20.80
2007-08-18T11:34:35,172,2007-08-18T11:25:00,1010.00,17.70,18.60,2.60,20.00,188.00,25.90,20.80
2007-08-18T11:35:35,157,2007-08-18T11:25:00,1010.00,17.70,18.60,2.60,20.00,188.00,25.90,20.80
2007-08-18T11:36:35,172,2007-08-18T11:25:00,1010.00,17.70,18.60,2.60,20.00,188.00,25.90,20.80
2007-08-18T11:37:35,172,2007-08-18T11:30:00,1010.00,17.70,18.60,2.60,22.00,188.00,26.10,20.30
2007-08-18T11:38:35,172,2007-08-18T11:30:00,1010.00,17.70,18.60,2.60,22.00,188.00,26.10,20.30
2007-08-18T11:39:35,156,2007-08-18T11:30:00,1010.00,17.70,18.60,2.60,22.00,188.00,26.10,20.30
2007-08-18T11:40:35,172,2007-08-18T11:30:00,1010.00,17.70,18.60,2.60,22.00,188.00,26.10,20.30
2007-08-18T11:41:35,172,2007-08-18T11:30:00,1010.00,17.70,18.60,2.60,22.00,188.00,26.10,20.30
2007-08-18T11:42:35,172,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:43:35,172,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:44:35,187,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:45:35,172,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:46:35,157,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:47:35,157,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:48:35,172,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:49:35,156,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:50:35,156,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:51:35,172,2007-08-18T11:40:00,1010.00,17.60,18.60,2.60,20.00,189.00,27.10,23.00
2007-08-18T11:52:35,172,2007-08-18T11:45:00,1010.00,17.70,18.60,2.70,18.00,195.00,26.40,22.40
2007-08-18T11:53:35,156,2007-08-18T11:45:00,1010.00,17.70,18.60,2.70,18.00,195.00,26.40,22.40
2007-08-18T11:54:35,172,2007-08-18T11:45:00,1010.00,17.70,18.60,2.70,18.00,195.00,26.40,22.40
2007-08-18T11:55:35,172,2007-08-18T11:45:00,1010.00,17.70,18.60,2.70,18.00,195.00,26.40,22.40
2007-08-18T11:56:35,171,2007-08-18T11:45:00,1010.00,17.70,18.60,2.70,18.00,195.00,26.40,22.40
2007-08-18T11:57:35,171,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T11:58:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T11:59:35,157,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:00:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:01:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:02:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:03:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:04:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:05:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:06:35,172,2007-08-18T11:55:00,1010.00,17.30,18.60,2.70,20.00,201.00,30.00,21.30
2007-08-18T12:07:35,156,2007-08-18T12:00:00,1010.00,16.80,18.60,2.80,3.00,203.00,26.90,21.70
2007-08-18T12:08:35,172,2007-08-18T12:00:00,1010.00,16.80,18.60,2.80,3.00,203.00,26.90,21.70
2007-08-18T12:09:35,171,2007-08-18T12:00:00,1010.00,16.80,18.60,2.80,3.00,203.00,26.90,21.70
2007-08-18T12:10:35,172,2007-08-18T12:00:00,1010.00,16.80,18.60,2.80,3.00,203.00,26.90,21.70
2007-08-18T12:11:35,172,2007-08-18T12:00:00,1010.00,16.80,18.60,2.80,3.00,203.00,26.90,21.70
2007-08-18T12:12:35,172,2007-08-18T12:05:00,1010.00,16.00,18.60,2.80,6.00,207.00,31.10,24.00
2007-08-18T12:13:35,172,2007-08-18T12:05:00,1010.00,16.00,18.60,2.80,6.00,207.00,31.10,24.00
2007-08-18T12:14:35,172,2007-08-18T12:05:00,1010.00,16.00,18.60,2.80,6.00,207.00,31.10,24.00
2007-08-18T12:15:35,172,2007-08-18T12:05:00,1010.00,16.00,18.60,2.80,6.00,207.00,31.10,24.00
2007-08-18T12:16:35,172,2007-08-18T12:05:00,1010.00,16.00,18.60,2.80,6.00,207.00,31.10,24.00
2007-08-18T12:17:35,172,2007-08-18T12:15:00,1010.00,16.00,18.60,2.90,22.00,201.00,27.80,19.50
2007-08-18T12:18:35,172,2007-08-18T12:15:00,1010.00,16.00,18.60,2.90,22.00,201.00,27.80,19.50
2007-08-18T12:19:35,172,2007-08-18T12:15:00,1010.00,16.00,18.60,2.90,22.00,201.00,27.80,19.50
2007-08-18T12:20:35,172,2007-08-18T12:15:00,1010.00,16.00,18.60,2.90,22.00,201.00,27.80,19.50
2007-08-18T12:21:35,171,2007-08-18T12:15:00,1010.00,16.00,18.60,2.90,22.00,201.00,27.80,19.50
2007-08-18T12:22:35,171,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:23:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:24:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:25:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:26:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:27:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:28:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:29:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:30:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:31:35,172,2007-08-18T12:20:00,1010.00,16.20,18.60,2.90,22.00,191.00,24.80,20.90
2007-08-18T12:32:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:33:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:34:35,187,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:35:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:36:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:37:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:38:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:39:35,188,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:40:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:41:35,172,2007-08-18T12:30:00,1010.00,16.30,18.60,3.00,22.00,188.00,24.80,21.00
2007-08-18T12:42:35,172,2007-08-18T12:35:00,1010.00,16.20,18.60,3.10,22.00,181.00,24.40,19.50
2007-08-18T12:43:35,203,2007-08-18T12:35:00,1010.00,16.20,18.60,3.10,22.00,181.00,24.40,19.50
2007-08-18T12:44:35,219,2007-08-18T12:35:00,1010.00,16.20,18.60,3.10,22.00,181.00,24.40,19.50
2007-08-18T12:45:35,172,2007-08-18T12:35:00,1010.00,16.20,18.60,3.10,22.00,181.00,24.40,19.50
2007-08-18T12:46:35,171,2007-08-18T12:35:00,1010.00,16.20,18.60,3.10,22.00,181.00,24.40,19.50
2007-08-18T12:47:35,171,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:48:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:49:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:50:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:51:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:52:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:53:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:54:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:55:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:56:35,172,2007-08-18T12:40:00,1010.00,16.40,18.60,3.10,22.00,181.00,21.20,17.30
2007-08-18T12:57:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T12:58:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T12:59:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:00:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:01:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:02:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:03:35,187,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:04:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:05:35,172,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:06:35,171,2007-08-18T12:55:00,1009.00,16.90,18.50,3.30,22.00,177.00,19.70,16.70
2007-08-18T13:07:35,171,2007-08-18T13:00:00,1009.00,17.00,18.50,3.40,18.00,183.00,26.50,22.00
2007-08-18T13:08:35,172,2007-08-18T13:00:00,1009.00,17.00,18.50,3.40,18.00,183.00,26.50,22.00
2007-08-18T13:09:35,172,2007-08-18T13:00:00,1009.00,17.00,18.50,3.40,18.00,183.00,26.50,22.00
2007-08-18T13:10:35,172,2007-08-18T13:00:00,1009.00,17.00,18.50,3.40,18.00,183.00,26.50,22.00
2007-08-18T13:11:35,172,2007-08-18T13:00:00,1009.00,17.00,18.50,3.40,18.00,183.00,26.50,22.00
2007-08-18T13:12:35,172,2007-08-18T13:05:00,1009.00,16.80,18.50,3.50,18.00,185.00,25.50,20.50
2007-08-18T13:13:35,172,2007-08-18T13:05:00,1009.00,16.80,18.50,3.50,18.00,185.00,25.50,20.50
2007-08-18T13:14:35,187,2007-08-18T13:05:00,1009.00,16.80,18.50,3.50,18.00,185.00,25.50,20.50
2007-08-18T13:15:35,172,2007-08-18T13:05:00,1009.00,16.80,18.50,3.50,18.00,185.00,25.50,20.50
2007-08-18T13:16:35,172,2007-08-18T13:05:00,1009.00,16.80,18.50,3.50,18.00,185.00,25.50,20.50
2007-08-18T13:17:35,172,2007-08-18T13:10:00,1009.00,17.00,18.50,3.60,22.00,184.00,24.90,20.40
2007-08-18T13:18:35,250,2007-08-18T13:10:00,1009.00,17.00,18.50,3.60,22.00,184.00,24.90,20.40
2007-08-18T13:19:35,171,2007-08-18T13:10:00,1009.00,17.00,18.50,3.60,22.00,184.00,24.90,20.40
2007-08-18T13:20:35,172,2007-08-18T13:10:00,1009.00,17.00,18.50,3.60,22.00,184.00,24.90,20.40
2007-08-18T13:21:35,172,2007-08-18T13:10:00,1009.00,17.00,18.50,3.60,22.00,184.00,24.90,20.40
2007-08-18T13:22:35,172,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:23:35,172,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:24:35,172,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:25:35,172,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:26:35,172,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:27:35,187,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:28:35,187,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:29:35,234,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:30:35,187,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:31:35,171,2007-08-18T13:20:00,1009.00,17.10,18.50,3.70,20.00,180.00,23.50,18.80
2007-08-18T13:32:35,187,2007-08-18T13:25:00,1009.00,17.00,18.50,3.80,1.00,185.00,25.40,18.30
2007-08-18T13:33:35,188,2007-08-18T13:25:00,1009.00,17.00,18.50,3.80,1.00,185.00,25.40,18.30
2007-08-18T13:34:35,204,2007-08-18T13:25:00,1009.00,17.00,18.50,3.80,1.00,185.00,25.40,18.30
2007-08-18T13:35:35,188,2007-08-18T13:25:00,1009.00,17.00,18.50,3.80,1.00,185.00,25.40,18.30
2007-08-18T13:36:35,172,2007-08-18T13:25:00,1009.00,17.00,18.50,3.80,1.00,185.00,25.40,18.30
2007-08-18T13:37:35,188,2007-08-18T13:30:00,1009.00,16.80,18.50,3.80,3.00,191.00,28.20,20.70
2007-08-18T13:38:35,203,2007-08-18T13:30:00,1009.00,16.80,18.50,3.80,3.00,191.00,28.20,20.70
2007-08-18T13:39:35,172,2007-08-18T13:30:00,1009.00,16.80,18.50,3.80,3.00,191.00,28.20,20.70
2007-08-18T13:40:35,172,2007-08-18T13:30:00,1009.00,16.80,18.50,3.80,3.00,191.00,28.20,20.70
2007-08-18T13:41:35,187,2007-08-18T13:30:00,1009.00,16.80,18.50,3.80,3.00,191.00,28.20,20.70
2007-08-18T13:42:35,218,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:43:35,172,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:44:35,187,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:45:35,188,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:46:35,172,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:47:35,188,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:48:35,188,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:49:35,172,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
2007-08-18T13:50:35,188,2007-08-18T13:40:00,1009.00,16.70,18.40,4.00,3.00,191.00,28.20,23.30
