"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","AWVHT","MWVHT","WVHT","APD"
"07/04/2017","00:00","05.6","299","07.4","10.5","N/A","1028.7","2.98","0.21","0.23","0.31","15.06"
"07/04/2017","00:05","06.4","294","07.7","10.5","N/A","1028.8","2.93","0.17","0.19","0.31","15.06"
"07/04/2017","00:10","06.8","296","07.6","10.5","N/A","1028.7","2.84","0.19","0.21","0.31","15.06"
"07/04/2017","00:15","06.9","298","07.9","10.6","N/A","1028.8","2.76","0.20","0.22","0.30","15.06"
"07/04/2017","00:20","07.4","296","08.4","10.5","N/A","1028.7","2.70","0.19","0.22","0.30","15.06"
"07/04/2017","00:25","07.1","296","08.2","10.5","N/A","1028.8","2.62","0.19","0.20","0.30","15.06"
"07/04/2017","00:30","05.9","294","06.6","10.5","N/A","1028.7","2.57","0.21","0.23","0.31","13.48"
"07/04/2017","00:35","05.4","302","06.2","10.4","N/A","1028.7","2.49","0.19","0.23","0.31","13.48"
"07/04/2017","00:40","04.5","305","05.3","10.4","N/A","1028.5","2.43","0.20","0.23","0.31","13.48"
"07/04/2017","00:45","04.4","306","05.3","10.3","N/A","1028.5","2.37","0.16","0.19","0.29","13.48"
"07/04/2017","00:50","03.8","298","04.7","10.3","N/A","1028.5","2.31","0.17","0.19","0.29","13.48"
"07/04/2017","00:55","03.9","301","04.8","10.4","N/A","1028.5","2.23","0.17","0.18","0.29","13.48"
"07/04/2017","01:00","03.6","292","04.2","10.3","N/A","1028.5","2.18","0.15","0.16","0.27","13.48"
"07/04/2017","01:05","03.6","288","04.4","10.4","N/A","1028.7","2.10","0.16","0.18","0.27","13.48"
"07/04/2017","01:10","03.5","287","04.2","10.3","N/A","1028.5","2.05","0.17","0.18","0.27","13.48"
"07/04/2017","01:15","03.5","288","04.1","10.3","N/A","1028.7","1.99","0.17","0.19","0.25","13.48"
"07/04/2017","01:20","03.6","278","04.7","10.3","N/A","1028.5","1.94","0.16","0.17","0.25","13.48"
"07/04/2017","01:25","04.5","282","06.0","10.3","N/A","1028.7","1.89","0.21","0.23","0.25","13.48"
"07/04/2017","01:30","05.6","286","06.2","10.3","N/A","1028.6","1.83","0.17","0.21","0.25","13.48"
"07/04/2017","01:35","06.3","287","06.7","10.3","N/A","1028.4","1.79","0.17","0.18","0.25","13.48"
"07/04/2017","01:40","06.3","293","07.3","10.3","N/A","1028.6","1.74","0.14","0.17","0.25","13.48"
"07/04/2017","01:45","06.2","286","07.3","10.3","N/A","1028.3","1.70","0.19","0.21","0.23","11.13"
"07/04/2017","01:50","05.9","283","06.4","10.2","N/A","1028.3","1.67","0.20","0.21","0.23","11.13"
"07/04/2017","01:55","06.0","280","06.6","10.3","N/A","1028.3","1.63","0.15","0.17","0.23","11.13"
"07/04/2017","02:00","06.5","282","07.1","10.2","N/A","1028.3","1.61","0.15","0.16","0.18","13.48"
"07/04/2017","02:05","06.5","285","07.2","10.3","N/A","1028.3","1.59","0.15","0.16","0.18","13.48"
"07/04/2017","02:10","06.7","288","07.2","10.2","N/A","1028.1","1.55","0.17","0.17","0.18","13.48"
"07/04/2017","02:15","06.7","290","07.3","10.2","N/A","1028.1","1.53","0.17","0.18","0.17","8.26"
"07/04/2017","02:20","06.2","289","06.8","10.1","N/A","1028.0","1.52","0.17","0.19","0.17","8.26"
"07/04/2017","02:25","06.0","293","06.8","10.2","N/A","1028.0","1.50","0.16","0.19","0.17","8.26"
