"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","AWVHT","MWVHT","WVHT","APD"
"29/03/2017","03:15","20.4","216","24.2","10.6","N/A","1021.2","3.88","0.38","0.41","0.47","4.20"
"29/03/2017","03:20","19.6","216","22.7","10.6","N/A","1021.4","3.77","0.40","0.47","0.47","4.20"
"29/03/2017","03:25","19.3","216","22.1","10.6","N/A","1021.4","3.64","0.41","0.44","0.47","4.20"
"29/03/2017","03:30","19.8","215","22.1","10.6","N/A","1021.0","3.51","0.37","0.41","0.56","4.49"
"29/03/2017","03:35","19.1","214","22.9","10.6","N/A","1021.4","3.38","0.39","0.43","0.56","4.49"
"29/03/2017","03:40","19.6","215","22.0","10.7","N/A","1021.2","3.24","0.42","0.46","0.56","4.49"
"29/03/2017","03:45","19.0","216","22.1","10.7","N/A","1021.4","3.11","0.47","0.54","0.59","4.49"
"29/03/2017","03:50","18.3","217","20.7","10.7","N/A","1021.2","2.96","0.44","0.48","0.59","4.49"
"29/03/2017","03:55","18.0","217","19.9","10.7","N/A","1021.2","2.83","0.50","0.57","0.59","4.49"
"29/03/2017","04:00","18.0","216","21.2","10.7","N/A","1021.2","2.70","0.47","0.50","0.61","17.07"
"29/03/2017","04:05","18.6","216","20.9","10.8","N/A","1021.2","2.58","0.42","0.50","0.61","17.07"
"29/03/2017","04:10","17.6","215","20.7","10.7","N/A","1021.0","2.45","0.50","0.55","0.61","17.07"
"29/03/2017","04:15","15.9","216","19.0","10.7","N/A","1021.4","2.34","0.51","0.56","0.58","4.49"
"29/03/2017","04:20","15.3","216","18.2","10.7","N/A","1021.2","2.23","0.51","0.56","0.58","4.49"
"29/03/2017","04:25","15.5","215","17.6","10.7","N/A","1021.2","2.14","0.46","0.49","0.58","4.49"
"29/03/2017","04:30","16.8","216","19.8","10.8","N/A","1021.2","2.03","0.50","0.53","0.55","4.49"
"29/03/2017","04:35","17.0","219","19.9","10.8","N/A","1021.2","1.92","0.55","0.58","0.55","4.49"
"29/03/2017","04:40","18.1","218","20.6","10.8","N/A","1021.4","1.83","0.54","0.59","0.55","4.49"
"29/03/2017","04:45","17.6","219","21.4","10.8","N/A","1021.0","1.73","0.49","0.55","0.57","3.61"
"29/03/2017","04:50","17.6","221","20.9","10.8","N/A","1021.2","1.63","0.47","0.52","0.57","3.61"
"29/03/2017","04:55","17.2","221","19.7","10.9","N/A","1021.2","1.54","0.51","0.53","0.57","3.61"
"29/03/2017","05:00","17.7","221","19.8","10.9","N/A","1021.2","1.44","0.55","0.61","0.54","2.94"
"29/03/2017","05:05","18.3","221","20.4","11.0","N/A","1021.4","1.36","0.54","0.56","0.54","2.94"
"29/03/2017","05:10","18.2","222","21.3","11.0","N/A","1021.2","1.26","0.51","0.57","0.54","2.94"
"29/03/2017","05:15","20.2","218","23.9","11.1","N/A","1021.4","1.18","0.56","0.63","0.56","3.41"
"29/03/2017","05:20","20.4","220","23.3","11.1","N/A","1021.2","1.09","0.56","0.63","0.56","3.41"
"29/03/2017","05:25","19.4","223","22.0","11.3","N/A","1021.4",".99","0.52","0.55","0.56","3.41"
"29/03/2017","05:30","19.3","225","22.6","11.4","N/A","1021.4",".94","0.72","0.79","0.60","4.07"
"29/03/2017","05:35","18.7","225","22.4","11.4","N/A","1021.5",".86","0.69","0.78","0.60","4.07"
"29/03/2017","05:40","16.8","223","19.1","11.1","N/A","1021.4",".81","0.67","0.71","0.60","4.07"
"29/03/2017","05:45","16.8","219","18.8","11.0","N/A","1021.4",".75","0.68","0.75","0.65","4.20"
"29/03/2017","05:50","18.2","219","20.6","10.8","N/A","1021.4",".70","0.71","0.77","0.65","4.20"
"29/03/2017","05:55","17.1","217","19.0","10.7","N/A","1021.4",".66","0.78","0.89","0.65","4.20"
"29/03/2017","06:00","15.7","217","18.1","10.6","N/A","1021.4",".63","0.65","0.75","0.66","4.34"
"29/03/2017","06:05","15.4","215","17.3","10.6","N/A","1021.7",".61","0.75","0.80","0.66","4.34"
"29/03/2017","06:10","14.1","214","15.7","10.5","N/A","1021.7",".59","0.67","0.74","0.66","4.34"
"29/03/2017","06:15","13.6","213","16.8","10.5","N/A","1021.7",".59","0.62","0.65","0.61","5.23"
"29/03/2017","06:20","14.7","214","17.0","10.6","N/A","1021.8",".59","0.70","0.74","0.61","5.23"
"29/03/2017","06:25","15.3","214","17.4","10.6","N/A","1021.8",".60","0.70","0.76","0.61","5.23"
"29/03/2017","06:30","16.1","216","19.9","10.6","N/A","1021.7",".63","0.65","0.72","0.64","4.66"
"29/03/2017","06:35","15.9","218","17.8","10.6","N/A","1021.7",".65","0.68","0.75","0.64","4.66"
"29/03/2017","06:40","16.1","224","18.4","10.8","N/A","1021.7",".69","0.63","0.66","0.64","4.66"
"29/03/2017","06:45","18.3","232","22.4","11.2","N/A","1021.8",".73","0.50","0.57","0.55","4.66"
"29/03/2017","06:50","19.4","235","22.4","11.2","N/A","1021.8",".77","0.49","0.57","0.55","4.66"
"29/03/2017","06:55","19.0","234","21.9","11.4","N/A","1022.0",".82","0.55","0.59","0.55","4.66"
"29/03/2017","07:00","17.5","230","20.9","11.4","N/A","1022.2",".87","0.59","0.68","0.51","4.34"
"29/03/2017","07:05","15.3","220","18.7","11.0","N/A","1022.2",".93","0.60","0.66","0.51","4.34"
"29/03/2017","07:10","16.6","216","19.4","10.9","N/A","1022.0","1.00","0.52","0.55","0.51","4.34"
"29/03/2017","07:15","17.8","217","20.3","11.0","N/A","1022.0","1.08","0.49","0.53","0.52","4.07"
"29/03/2017","07:20","18.8","219","21.1","10.9","N/A","1022.2","1.15","0.50","0.57","0.52","4.07"
"29/03/2017","07:25","18.3","219","21.5","10.9","N/A","1022.2","1.23","0.52","0.54","0.52","4.07"
"29/03/2017","07:30","17.1","219","19.0","10.8","N/A","1022.2","1.31","0.45","0.50","0.50","4.66"
"29/03/2017","07:35","17.2","220","20.1","10.7","N/A","1022.3","1.37","0.47","0.54","0.50","4.66"
"29/03/2017","07:40","16.9","220","20.0","10.7","N/A","1022.3","1.43","0.43","0.49","0.50","4.66"
"29/03/2017","07:45","15.2","223","17.1","10.7","N/A","1022.5","1.49","0.42","0.53","0.44","4.83"
"29/03/2017","07:50","14.8","222","17.3","10.6","N/A","1022.5","1.56","0.50","0.56","0.44","4.83"
"29/03/2017","07:55","15.1","221","17.2","10.6","N/A","1022.5","1.60","0.47","0.54","0.44","4.83"
"29/03/2017","08:00","14.4","220","15.8","10.6","N/A","1022.5","1.65","0.38","0.44","0.40","4.49"
"29/03/2017","08:05","14.3","219","16.0","10.7","N/A","1022.5","1.69","0.37","0.41","0.40","4.49"
"29/03/2017","08:10","15.2","218","17.3","10.8","N/A","1022.7","1.72","0.37","0.40","0.40","4.49"
"29/03/2017","08:15","16.4","218","19.3","10.9","N/A","1022.7","1.76","0.35","0.39","0.36","4.34"
"29/03/2017","08:20","16.5","218","18.3","10.9","N/A","1022.5","1.78","0.43","0.46","0.36","4.34"
"29/03/2017","08:25","17.2","218","20.2","10.9","N/A","1022.5","1.81","0.39","0.41","0.36","4.34"
"29/03/2017","08:30","17.5","220","20.5","10.9","N/A","1022.5","1.83","0.38","0.43","0.35","4.34"
"29/03/2017","08:35","17.5","220","19.5","10.9","N/A","1022.7","1.85","0.39","0.40","0.35","4.34"
"29/03/2017","08:40","18.0","220","20.2","11.0","N/A","1022.5","1.88","0.32","0.38","0.35","4.34"
"29/03/2017","08:45","18.1","221","20.0","11.0","N/A","1022.5","1.91","0.35","0.40","0.33","4.07"
"29/03/2017","08:50","17.2","222","19.1","11.0","N/A","1022.5","1.94","0.42","0.46","0.33","4.07"
"29/03/2017","08:55","15.9","222","18.3","10.9","N/A","1022.8","1.97","0.35","0.39","0.33","4.07"
"29/03/2017","09:00","15.3","220","17.4","10.9","N/A","1022.7","2.01","0.28","0.32","0.33","5.69"
"29/03/2017","09:05","14.6","219","16.8","10.9","N/A","1022.8","2.05","0.32","0.37","0.33","5.69"
"29/03/2017","09:10","13.2","218","15.5","10.8","N/A","1022.7","2.10","0.42","0.45","0.33","5.69"
"29/03/2017","09:15","13.1","218","15.2","10.8","N/A","1022.8","2.15","0.39","0.41","0.36","4.20"
"29/03/2017","09:20","16.3","216","19.8","10.9","N/A","1022.7","2.19","0.37","0.39","0.36","4.20"
"29/03/2017","09:25","17.4","217","19.6","11.0","N/A","1022.7","2.24","0.36","0.38","0.36","4.20"
"29/03/2017","09:30","16.9","216","18.9","10.9","N/A","1022.8","2.30","0.36","0.40","0.38","4.66"
"29/03/2017","09:35","16.8","216","19.4","11.0","N/A","1023.0","2.35","0.38","0.42","0.38","4.66"
"29/03/2017","09:40","17.3","216","20.1","11.1","N/A","1023.0","2.42","0.39","0.41","0.38","4.66"
"29/03/2017","09:45","16.0","216","17.9","11.0","N/A","1023.0","2.49","0.39","0.46","0.41","19.70"
"29/03/2017","09:50","15.3","215","17.5","11.0","N/A","1022.8","2.55","0.34","0.41","0.41","19.70"
"29/03/2017","09:55","14.9","215","16.5","11.0","N/A","1023.0","2.64","0.45","0.45","0.41","19.70"
"29/03/2017","10:00","14.6","213","16.4","10.9","N/A","1022.8","2.71","0.35","0.37","0.41","5.23"
"29/03/2017","10:05","15.0","212","16.5","11.0","N/A","1023.1","2.79","0.36","0.40","0.41","5.23"
"29/03/2017","10:10","13.8","212","16.2","11.0","N/A","1023.1","2.87","0.33","0.37","0.41","5.23"
"29/03/2017","10:15","11.8","216","14.4","11.0","N/A","1023.1","2.95","0.38","0.41","0.41","5.45"
"29/03/2017","10:20","10.8","214","14.1","11.0","N/A","1023.1","3.03","0.36","0.39","0.41","5.45"
"29/03/2017","10:25","10.9","217","13.5","11.1","N/A","1023.3","3.12","0.34","0.35","0.41","5.45"
"29/03/2017","10:30","11.2","211","13.3","11.0","N/A","1023.1","3.21","0.34","0.39","0.43","5.95"
"29/03/2017","10:35","11.1","208","12.4","11.0","N/A","1023.0","3.30","0.38","0.40","0.43","5.95"
"29/03/2017","10:40","12.4","208","14.4","11.0","N/A","1023.1","3.40","0.30","0.32","0.43","5.95"
"29/03/2017","10:45","12.4","208","14.0","10.9","N/A","1023.1","3.49","0.36","0.39","0.44","8.83"
"29/03/2017","10:50","13.5","213","15.7","10.9","N/A","1023.0","3.58","0.36","0.41","0.44","8.83"
"29/03/2017","10:55","16.2","213","18.9","11.0","N/A","1023.1","3.67","0.37","0.41","0.44","8.83"
"29/03/2017","11:00","15.1","213","17.0","11.0","N/A","1023.0","3.76","0.33","0.36","0.45","8.26"
"29/03/2017","11:05","13.1","213","15.0","11.0","N/A","1023.1","3.84","0.38","0.42","0.45","8.26"
"29/03/2017","11:10","11.1","212","12.5","10.9","N/A","1023.1","3.92","0.37","0.40","0.45","8.26"
"29/03/2017","11:15","10.1","210","11.1","10.9","N/A","1023.1","4.01","0.40","0.42","0.44","7.32"
"29/03/2017","11:20","10.9","211","12.7","11.2","N/A","1023.3","4.08","0.38","0.44","0.44","7.32"
"29/03/2017","11:25","12.2","213","14.6","11.3","N/A","1023.1","4.15","0.40","0.41","0.44","7.32"
"29/03/2017","11:30","13.8","211","16.8","11.4","N/A","1023.0","4.22","0.38","0.41","0.40","6.92"
"29/03/2017","11:35","15.0","209","16.9","11.6","N/A","1023.0","4.28","0.40","0.47","0.40","6.92"
"29/03/2017","11:40","13.4","207","15.0","11.6","N/A","1023.1","4.34","0.41","0.43","0.40","6.92"
"29/03/2017","11:45","12.2","206","13.5","11.6","N/A","1023.0","4.40","0.36","0.41","0.40","6.92"
"29/03/2017","11:50","10.2","206","11.9","11.5","N/A","1023.0","4.45","0.44","0.51","0.40","6.92"
"29/03/2017","11:55","09.6","206","11.0","11.4","N/A","1023.1","4.49","0.47","0.47","0.40","6.92"
"29/03/2017","12:00","09.9","202","12.0","11.4","N/A","1023.1","4.55","0.37","0.43","0.43","9.48"
"29/03/2017","12:05","09.7","199","11.7","11.3","N/A","1023.0","4.59","0.45","0.48","0.43","9.48"
"29/03/2017","12:10","09.1","196","10.2","11.1","N/A","1023.1","4.63","0.45","0.57","0.43","9.48"
"29/03/2017","12:15","09.4","202","10.5","11.0","N/A","1023.0","4.67","0.48","0.57","0.44","6.92"
"29/03/2017","12:20","10.2","204","12.0","10.9","N/A","1023.1","4.72","0.55","0.58","0.44","6.92"
"29/03/2017","12:25","10.6","199","11.8","11.1","N/A","1023.0","4.76","0.51","0.57","0.44","6.92"
"29/03/2017","12:30","10.5","196","11.7","11.1","N/A","1023.0","4.81","0.49","0.50","0.48","23.28"
"29/03/2017","12:35","09.4","196","11.3","11.0","N/A","1022.9","4.86","0.46","0.50","0.48","23.28"
"29/03/2017","12:40","08.5","194","09.8","11.0","N/A","1022.9","4.88","0.49","0.55","0.48","23.28"
"29/03/2017","12:45","08.6","192","10.1","10.9","N/A","1023.1","4.91","0.49","0.55","0.47","6.92"
"29/03/2017","12:50","10.3","198","13.3","10.9","N/A","1022.9","4.94","0.54","0.57","0.47","6.92"
"29/03/2017","12:55","12.7","203","15.6","10.9","N/A","1022.9","4.97","0.56","0.65","0.47","6.92"
"29/03/2017","13:00","14.2","207","17.6","10.9","N/A","1022.9","4.97","0.58","0.65","0.53","23.28"
"29/03/2017","13:05","15.6","208","18.0","10.8","N/A","1022.9","4.97","0.56","0.60","0.53","23.28"
"29/03/2017","13:10","14.3","213","16.5","10.6","N/A","1022.9","4.96","0.56","0.62","0.53","23.28"
"29/03/2017","13:15","13.2","211","15.3","10.6","N/A","1022.9","4.94","0.54","0.57","0.53","23.28"
"29/03/2017","13:20","13.5","212","15.0","10.7","N/A","1022.9","4.92","0.60","0.66","0.53","23.28"
"29/03/2017","13:25","12.0","211","14.0","10.7","N/A","1022.9","4.88","0.65","0.75","0.53","23.28"
"29/03/2017","13:30","12.7","210","14.7","10.8","N/A","1022.9","4.88","0.63","0.72","0.60","8.26"
"29/03/2017","13:35","13.5","211","16.3","11.0","N/A","1022.9","4.83","0.66","0.70","0.60","8.26"
"29/03/2017","13:40","16.1","215","20.3","11.1","N/A","1022.9","4.79","0.62","0.69","0.60","8.26"
"29/03/2017","13:45","16.6","218","18.9","11.1","N/A","1022.7","4.76","0.60","0.62","0.60","8.83"
"29/03/2017","13:50","15.1","217","17.0","11.1","N/A","1022.7","4.72","0.59","0.64","0.60","8.83"
"29/03/2017","13:55","14.7","214","16.5","11.1","N/A","1022.9","4.70","0.50","0.54","0.60","8.83"
"29/03/2017","14:00","15.1","214","19.3","11.0","N/A","1022.9","4.70","0.68","0.77","0.56","8.83"
"29/03/2017","14:05","14.3","213","17.2","10.9","N/A","1022.7","4.69","0.61","0.64","0.56","8.83"
"29/03/2017","14:10","14.1","214","16.0","10.9","N/A","1022.7","4.67","0.71","0.77","0.56","8.83"
"29/03/2017","14:15","12.6","208","14.3","10.9","N/A","1022.7","4.62","0.67","0.73","0.62","9.48"
"29/03/2017","14:20","11.1","200","12.6","10.9","N/A","1022.6","4.61","0.65","0.70","0.62","9.48"
"29/03/2017","14:25","11.4","196","14.2","11.1","N/A","1022.6","4.59","0.57","0.65","0.62","9.48"
"29/03/2017","14:30","12.4","200","16.4","11.2","N/A","1022.6","4.58","0.58","0.67","0.55","7.76"
"29/03/2017","14:35","14.3","205","17.0","11.3","N/A","1022.7","4.54","0.52","0.62","0.55","7.76"
"29/03/2017","14:40","14.3","207","17.4","11.3","N/A","1022.6","4.51","0.58","0.67","0.55","7.76"
"29/03/2017","14:45","13.4","208","15.5","11.3","N/A","1022.6","4.49","0.63","0.66","0.55","8.83"
"29/03/2017","14:50","11.5","205","13.1","11.3","N/A","1022.6","4.45","0.49","0.62","0.55","8.83"
"29/03/2017","14:55","10.1","204","11.7","11.2","N/A","1022.6","4.39","0.61","0.70","0.55","8.83"
"29/03/2017","15:00","09.6","201","10.7","11.2","N/A","1022.6","4.34","0.55","0.59","0.54","10.24"
"29/03/2017","15:05","09.8","201","12.2","11.2","N/A","1022.6","4.28","0.51","0.53","0.54","10.24"
"29/03/2017","15:10","11.3","205","12.7","11.3","N/A","1022.6","4.22","0.57","0.62","0.54","10.24"
"29/03/2017","15:15","11.5","208","13.3","11.3","N/A","1022.6","4.13","0.57","0.63","0.59","11.13"
"29/03/2017","15:20","11.7","210","14.1","11.4","N/A","1022.3","4.04","0.58","0.65","0.59","11.13"
"29/03/2017","15:25","13.3","209","15.2","11.5","N/A","1022.3","3.96","0.59","0.68","0.59","11.13"
"29/03/2017","15:30","13.6","210","15.6","11.5","N/A","1022.3","3.84","0.54","0.61","0.63","9.48"
"29/03/2017","15:35","15.2","209","17.4","11.7","N/A","1022.1","3.76","0.57","0.61","0.63","9.48"
"29/03/2017","15:40","16.5","209","19.2","11.9","N/A","1021.9","3.62","0.62","0.71","0.63","9.48"
"29/03/2017","15:45","15.9","208","17.5","11.8","N/A","1022.1","3.49","0.57","0.67","0.70","10.24"
"29/03/2017","15:50","15.5","208","16.8","11.9","N/A","1022.1","3.37","0.60","0.63","0.70","10.24"
"29/03/2017","15:55","14.6","208","16.0","11.8","N/A","1022.1","3.24","0.53","0.59","0.70","10.24"
"29/03/2017","16:00","14.3","206","15.8","11.8","N/A","1021.9","3.10","0.52","0.55","0.69","8.26"
"29/03/2017","16:05","14.2","203","15.6","11.7","N/A","1021.9","2.96","0.59","0.69","0.69","8.26"
"29/03/2017","16:10","13.3","201","16.7","11.9","N/A","1021.8","2.84","0.57","0.63","0.69","8.26"
"29/03/2017","16:15","13.7","202","14.9","11.9","N/A","1021.9","2.72","0.62","0.65","0.71","12.19"
"29/03/2017","16:20","13.6","201","15.1","11.9","N/A","1021.9","2.56","0.55","0.62","0.71","12.19"
"29/03/2017","16:25","13.7","197","15.1","12.0","N/A","1021.9","2.44","0.54","0.56","0.71","12.19"
"29/03/2017","16:30","13.8","202","15.9","12.2","N/A","1021.8","2.33","0.60","0.69","0.70","11.13"
"29/03/2017","16:35","12.9","201","14.1","12.3","N/A","1021.9","2.22","0.59","0.70","0.70","11.13"
"29/03/2017","16:40","12.9","202","14.0","12.4","N/A","1021.9","2.14","0.61","0.66","0.70","11.13"
"29/03/2017","16:45","12.9","203","14.1","12.6","N/A","1021.8","2.01","0.57","0.62","0.65","9.48"
"29/03/2017","16:50","12.6","201","13.8","12.7","N/A","1021.9","1.88","0.56","0.62","0.65","9.48"
"29/03/2017","16:55","12.1","199","13.5","12.6","N/A","1021.9","1.80","0.49","0.56","0.65","9.48"
"29/03/2017","17:00","10.9","193","12.1","12.5","N/A","1021.8","1.69","0.54","0.56","0.59","9.48"
"29/03/2017","17:05","10.4","194","11.6","12.5","N/A","1021.8","1.60","0.46","0.49","0.59","9.48"
"29/03/2017","17:10","10.3","194","11.6","12.8","N/A","1021.8","1.49","0.52","0.63","0.59","9.48"
"29/03/2017","17:15","10.8","195","11.9","12.9","N/A","1021.9","1.40","0.54","0.56","0.56","9.48"
"29/03/2017","17:20","09.2","178","12.5","12.0","N/A","1021.8","1.30","0.43","0.46","0.56","9.48"
"29/03/2017","17:25","08.6","172","09.9","12.0","N/A","1021.8","1.20","0.45","0.51","0.56","9.48"
"29/03/2017","17:30","09.1","174","10.2","12.2","N/A","1021.8","1.11","0.43","0.44","0.50","8.83"
"29/03/2017","17:35","09.4","177","10.2","12.3","N/A","1021.6","1.03","0.51","0.58","0.50","8.83"
"29/03/2017","17:40","09.7","179","10.6","12.4","N/A","1021.8",".93","0.45","0.51","0.50","8.83"
"29/03/2017","17:45","10.6","178","11.7","12.5","N/A","1021.9",".87","0.51","0.53","0.51","23.28"
"29/03/2017","17:50","10.3","170","11.6","12.4","N/A","1021.8",".79","0.47","0.50","0.51","23.28"
"29/03/2017","17:55","09.9","172","11.4","12.4","N/A","1021.9",".73","0.48","0.54","0.51","23.28"
"29/03/2017","18:00","10.5","175","11.7","12.4","N/A","1022.1",".69","0.46","0.49","0.46","7.76"
"29/03/2017","18:05","10.2","181","11.0","12.4","N/A","1022.1",".63","0.44","0.45","0.46","7.76"
"29/03/2017","18:10","10.8","177","11.8","12.2","N/A","1021.9",".59","0.43","0.44","0.46","7.76"
"29/03/2017","18:15","09.6","168","11.5","12.0","N/A","1022.1",".55","0.37","0.41","0.38","19.70"
"29/03/2017","18:20","09.6","169","11.2","12.1","N/A","1022.1",".53","0.39","0.42","0.38","19.70"
"29/03/2017","18:25","10.2","178","11.8","12.3","N/A","1022.1",".49","0.39","0.44","0.38","19.70"
"29/03/2017","18:30","09.8","182","10.7","12.3","N/A","1022.1",".49","0.45","0.46","0.35","23.28"
"29/03/2017","18:35","09.6","185","10.3","12.4","N/A","1022.1",".47","0.36","0.40","0.35","23.28"
"29/03/2017","18:40","09.4","181","10.0","12.2","N/A","1022.1",".47","0.43","0.47","0.35","23.28"
"29/03/2017","18:45","09.3","181","10.0","12.3","N/A","1022.1",".48","0.38","0.42","0.36","5.02"
"29/03/2017","18:50","09.0","178","09.6","12.4","N/A","1021.9",".50","0.34","0.40","0.36","5.02"
"29/03/2017","18:55","09.4","177","10.2","12.2","N/A","1022.1",".52","0.37","0.39","0.36","5.02"
"29/03/2017","19:00","10.1","172","10.7","12.2","N/A","1021.9",".55","0.40","0.45","0.33","17.07"
"29/03/2017","19:05","10.6","171","11.5","12.0","N/A","1022.1",".58","0.40","0.44","0.33","17.07"
"29/03/2017","19:10","11.2","173","12.3","12.2","N/A","1021.9",".64","0.53","0.55","0.33","17.07"
"29/03/2017","19:15","10.8","180","11.8","12.5","N/A","1022.1",".68","0.39","0.43","0.42","19.70"
"29/03/2017","19:20","10.6","180","11.3","12.4","N/A","1021.9",".75","0.40","0.43","0.42","19.70"
"29/03/2017","19:25","10.1","180","10.9","12.3","N/A","1021.9",".82","0.40","0.43","0.42","19.70"
"29/03/2017","19:30","10.0","175","10.6","12.3","N/A","1021.9",".89","0.37","0.39","0.43","17.07"
"29/03/2017","19:35","08.7","170","10.0","11.9","N/A","1021.9",".97","0.42","0.45","0.43","17.07"
"29/03/2017","19:40","08.9","168","10.0","12.1","N/A","1021.9","1.04","0.38","0.40","0.43","17.07"
"29/03/2017","19:45","09.2","171","09.9","12.1","N/A","1022.1","1.13","0.38","0.42","0.45","17.07"
"29/03/2017","19:50","08.6","166","10.2","11.9","N/A","1022.1","1.21","0.37","0.40","0.45","17.07"
"29/03/2017","19:55","09.7","171","10.3","12.1","N/A","1021.9","1.28","0.34","0.36","0.45","17.07"
"29/03/2017","20:00","09.2","166","09.8","11.9","N/A","1021.9","1.35","0.38","0.44","0.41","15.06"
"29/03/2017","20:05","09.4","166","09.9","11.7","N/A","1022.2","1.41","0.45","0.50","0.41","15.06"
"29/03/2017","20:10","09.7","169","11.3","11.9","N/A","1022.1","1.48","0.38","0.40","0.41","15.06"
"29/03/2017","20:15","10.7","177","11.5","12.4","N/A","1022.2","1.51","0.39","0.46","0.42","15.06"
"29/03/2017","20:20","09.3","166","10.9","11.7","N/A","1022.2","1.56","0.40","0.41","0.42","15.06"
"29/03/2017","20:25","09.3","169","10.3","11.8","N/A","1022.3","1.60","0.38","0.43","0.42","15.06"
"29/03/2017","20:30","09.6","170","10.5","11.9","N/A","1022.3","1.63","0.34","0.37","0.37","15.06"
"29/03/2017","20:35","08.1","167","09.2","11.6","N/A","1022.4","1.67","0.35","0.37","0.37","15.06"
