"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","AWVHT","MWVHT","WVHT","APD"
"27/03/2017","00:00","12.8","061","14.5","09.4","N/A","1022.3","4.63","0.20","0.20","0.20","15.06"
"27/03/2017","00:05","13.5","060","14.9","09.4","N/A","1022.0","4.61","0.20","0.20","0.20","15.06"
"27/03/2017","00:10","13.1","060","15.6","09.4","N/A","1022.2","4.59","0.20","0.23","0.20","15.06"
"27/03/2017","00:15","13.1","059","15.3","09.4","N/A","1022.0","4.56","0.28","0.29","0.21","6.25"
"27/03/2017","00:20","13.5","059","15.5","09.4","N/A","1022.2","4.55","0.23","0.26","0.21","6.25"
"27/03/2017","00:25","14.0","059","16.1","09.4","N/A","1022.0","4.52","0.22","0.24","0.21","6.25"
"27/03/2017","00:30","14.0","059","16.4","09.4","N/A","1022.2","4.51","0.25","0.29","0.22","5.95"
"27/03/2017","00:35","13.3","059","16.0","09.4","N/A","1022.1","4.48","0.24","0.26","0.22","5.95"
"27/03/2017","00:40","13.1","059","15.1","09.4","N/A","1022.2","4.46","0.25","0.28","0.22","5.95"
"27/03/2017","00:45","13.2","058","16.5","09.4","N/A","1021.9","4.44","0.28","0.30","0.25","17.07"
"27/03/2017","00:50","13.6","059","16.5","09.4","N/A","1022.2","4.41","0.21","0.22","0.25","17.07"
"27/03/2017","00:55","14.1","060","16.1","09.4","N/A","1021.6","4.38","0.23","0.23","0.25","17.07"
"27/03/2017","01:00","14.5","060","16.2","09.4","N/A","1021.8","4.34","0.18","0.20","0.21","6.25"
"27/03/2017","01:05","14.9","061","16.9","09.4","N/A","1021.6","4.32","0.20","0.20","0.21","6.25"
"27/03/2017","01:10","15.3","058","17.6","09.4","N/A","1022.0","4.28","0.21","0.24","0.21","6.25"
"27/03/2017","01:15","15.7","057","18.1","09.5","N/A","1021.7","4.24","0.20","0.22","0.22","15.06"
"27/03/2017","01:20","14.6","055","16.9","09.4","N/A","1021.7","4.18","0.19","0.22","0.22","15.06"
"27/03/2017","01:25","13.3","057","15.6","09.5","N/A","1021.8","4.12","0.23","0.25","0.22","15.06"
"27/03/2017","01:30","12.6","055","14.8","09.6","N/A","1022.0","4.06","0.24","0.27","0.29","17.07"
"27/03/2017","01:35","12.3","056","14.9","09.6","N/A","1021.7","3.99","0.20","0.22","0.29","17.07"
"27/03/2017","01:40","11.9","058","14.5","09.6","N/A","1022.0","3.92","0.20","0.20","0.29","17.07"
"27/03/2017","01:45","11.1","059","12.7","09.7","N/A","1021.7","3.84","0.20","0.22","0.31","5.23"
"27/03/2017","01:50","11.2","058","13.7","09.7","N/A","1021.7","3.75","0.20","0.22","0.31","5.23"
"27/03/2017","01:55","10.3","056","12.5","09.7","N/A","1021.7","3.66","0.23","0.26","0.31","5.23"
"27/03/2017","02:00","11.2","054","13.2","09.7","N/A","1021.5","3.56","0.22","0.24","0.37","15.06"
"27/03/2017","02:05","10.4","050","13.2","09.7","N/A","1021.5","3.46","0.21","0.23","0.37","15.06"
"27/03/2017","02:10","10.3","050","12.1","09.7","N/A","1021.9","3.35","0.21","0.23","0.37","15.06"
"27/03/2017","02:15","10.5","048","13.5","09.6","N/A","1021.4","3.24","0.22","0.24","0.41","15.06"
"27/03/2017","02:20","10.6","045","12.1","09.5","N/A","1021.7","3.14","0.19","0.22","0.41","15.06"
"27/03/2017","02:25","09.7","050","12.3","09.4","N/A","1021.4","3.03","0.20","0.23","0.41","15.06"
"27/03/2017","02:30","09.4","048","11.1","09.4","N/A","1021.4","2.91","0.22","0.25","0.42","15.06"
"27/03/2017","02:35","09.9","044","13.7","09.3","N/A","1021.4","2.81","0.23","0.24","0.42","15.06"
"27/03/2017","02:40","09.5","042","11.2","09.3","N/A","1021.4","2.69","0.25","0.26","0.42","15.06"
"27/03/2017","02:45","09.3","036","10.4","09.2","N/A","1021.2","2.58","0.26","0.26","0.45","5.95"
"27/03/2017","02:50","09.8","037","10.7","09.1","N/A","1021.4","2.48","0.27","0.31","0.45","5.95"
"27/03/2017","02:55","10.0","030","11.1","09.0","N/A","1021.4","2.37","0.25","0.26","0.45","5.95"
"27/03/2017","03:00","09.7","036","12.8","09.1","N/A","1021.1","2.27","0.24","0.25","0.42","5.69"
"27/03/2017","03:05","10.7","034","12.8","08.8","N/A","1021.2","2.18","0.24","0.25","0.42","5.69"
"27/03/2017","03:10","10.9","034","12.1","08.8","N/A","1021.2","2.09","0.29","0.31","0.42","5.69"
"27/03/2017","03:15","11.3","031","12.2","08.7","N/A","1021.4","1.99","0.24","0.27","0.39","5.02"
