"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","VIS"
"29/03/2017","09:10","15.1","223","17.2","11.7","09.4","1022.3","2.35","20"
"29/03/2017","09:20","15.2","232","17.1","11.7","09.4","1022.3","2.38","19"
"29/03/2017","09:30","17.7","225","20.1","11.8","09.3","1022.2","2.41","20"
"29/03/2017","09:35","15.3","224","17.6","11.8","09.4","1022.3","2.46","18"
"29/03/2017","09:40","16.5","224","19.5","11.9","09.3","1022.3","2.49","20"
"29/03/2017","09:45","18.8","217","21.3","11.9","09.4","1022.3","2.52","20"
"29/03/2017","09:55","18.9","214","21.0","12.1","09.4","1022.2","2.56","19"
"29/03/2017","10:00","20.5","211","21.9","12.0","09.4","1022.2","2.60","17"
"29/03/2017","10:10","18.6","218","19.4","11.9","09.4","1022.4","2.70","19"
"29/03/2017","10:15","15.9","214","18.0","11.9","09.4","1022.5","2.81","20"
"29/03/2017","10:25","15.1","221","18.1","12.1","09.4","1022.6","2.88","20"
"29/03/2017","10:35","14.8","225","16.4","12.2","09.4","1022.6","3.02","20"
"29/03/2017","10:40","14.5","224","16.1","12.1","09.4","1022.7","3.11","17"
"29/03/2017","10:50","14.1","224","17.1","11.9","09.4","1022.7","3.26","18"
"29/03/2017","11:00","12.7","218","15.6","12.4","09.4","1022.7","3.46","20"
"29/03/2017","11:05","14.1","212","15.3","12.3","09.3","1022.7","3.56","20"
"29/03/2017","11:15","12.2","219","13.5","12.7","09.4","1022.8","3.75","15"
"29/03/2017","11:20","12.3","213","16.4","12.8","09.4","1022.7","3.92","23"
"29/03/2017","11:30","13.6","216","15.1","12.8","09.4","1022.6","4.06","22"
"29/03/2017","11:40","18.8","216","19.9","12.8","09.4","1022.5","4.21","21"
"29/03/2017","11:45","14.6","213","15.8","12.7","09.3","1022.5","4.31","20"
"29/03/2017","11:55","16.1","216","18.4","12.5","09.3","1022.3","4.44","4.3"
"29/03/2017","12:05","13.3","208","17.0","12.2","09.3","1022.4","4.54","19"
"29/03/2017","12:10","17.4","218","20.5","12.5","09.3","1022.4","4.59","23"
"29/03/2017","12:15","15.9","215","18.8","12.5","09.3","1022.4","4.61","19"
"29/03/2017","12:20","16.4","212","20.1","12.5","09.4","1022.5","4.63","20"
"29/03/2017","12:25","20.4","208","23.7","12.5","09.3","1022.3","4.65","20"
"29/03/2017","12:35","20.5","217","24.2","11.5","09.4","1022.4","4.66","2.4"
"29/03/2017","12:40","16.2","216","17.6","11.2","09.4","1022.5","4.65","2.9"
"29/03/2017","12:45","16.0","210","17.0","11.1","09.3","1022.5","4.64","2.3"
"29/03/2017","12:50","15.9","211","18.0","11.1","09.4","1022.7","4.63","2.3"
"29/03/2017","12:55","12.7","215","13.3","11.1","09.4","1022.9","4.62","2.7"
"29/03/2017","13:00","13.2","210","14.7","11.1","09.4","1022.8","4.61","14"
"29/03/2017","13:05","16.3","210","20.8","11.4","09.4","1023.2","4.58","16"
"29/03/2017","13:10","14.5","218","16.1","11.7","09.4","1023.2","4.58","17"
"29/03/2017","13:15","14.6","219","18.5","11.9","09.4","1023.0","4.56","16"
"29/03/2017","13:20","11.7","213","14.5","11.8","09.4","1022.7","4.53","16"
"29/03/2017","13:25","18.2","219","22.6","11.9","09.4","1022.7","4.53","12"
"29/03/2017","13:30","15.0","215","18.0","11.9","09.4","1022.7","4.51","16"
"29/03/2017","13:35","17.5","221","19.7","11.9","09.4","1022.6","4.49","12"
"29/03/2017","13:40","15.9","218","18.1","11.7","09.4","1022.3","4.47","15"
"29/03/2017","13:45","16.1","223","18.1","11.8","09.4","1022.3","4.46","15"
"29/03/2017","13:50","15.3","223","16.4","11.7","09.4","1022.3","4.46","15"
"29/03/2017","13:55","16.3","226","17.5","11.8","09.4","1022.3","4.44","15"
"29/03/2017","14:05","12.8","215","15.3","11.7","09.4","1022.3","4.42","15"
"29/03/2017","14:10","13.7","220","15.2","12.0","09.4","1022.2","4.42","15"
"29/03/2017","14:15","15.3","228","16.9","12.2","09.4","1022.2","4.40","17"
"29/03/2017","14:20","14.0","219","15.5","12.2","09.4","1022.0","4.39","16"
"29/03/2017","14:25","15.8","221","17.5","12.3","09.4","1022.0","4.40","16"
"29/03/2017","14:30","15.2","220","16.6","12.5","09.4","1022.1","4.39","18"
"29/03/2017","14:35","16.3","221","18.4","12.6","09.4","1022.1","4.39","18"
"29/03/2017","14:40","16.1","225","18.9","12.5","09.4","1022.0","4.39","18"
"29/03/2017","14:45","16.4","220","20.0","12.5","09.4","1022.0","4.40","18"
"29/03/2017","14:55","17.4","225","19.8","12.6","09.4","1022.0","4.39","18"
"29/03/2017","15:00","15.6","222","17.0","12.7","09.4","1022.0","4.36","20"
"29/03/2017","15:05","16.4","223","17.8","12.7","09.4","1021.9","4.35","18"
"29/03/2017","15:10","15.3","223","16.4","12.9","09.4","1021.9","4.34","18"
"29/03/2017","15:15","17.0","225","22.8","12.9","09.4","1021.9","4.30","20"
"29/03/2017","15:20","16.4","236","18.9","12.8","09.4","1021.8","4.28","19"
"29/03/2017","15:25","16.8","228","20.5","12.9","09.4","1021.8","4.23","20"
"29/03/2017","15:30","15.6","225","18.4","13.1","09.4","1021.8","4.19","20"
"29/03/2017","15:35","13.4","222","15.2","13.2","09.4","1021.7","4.13","20"
"29/03/2017","15:40","13.8","231","15.4","13.1","09.4","1021.8","4.06","20"
"29/03/2017","15:45","12.1","232","13.4","12.8","09.4","1021.8","4.00","20"
"29/03/2017","15:50","09.5","240","10.5","13.1","09.4","1021.8","3.91","21"
"29/03/2017","15:55","10.2","231","12.0","12.7","09.4","1021.8","3.81","20"
"29/03/2017","16:00","11.6","244","13.3","13.0","09.4","1021.7","3.71","20"
"29/03/2017","16:05","12.8","238","14.1","12.9","09.4","1021.8","3.59","20"
"29/03/2017","16:10","16.7","241","17.7","13.0","09.4","1021.8","3.48","20"
"29/03/2017","16:15","12.6","245","14.3","12.5","09.4","1021.7","3.33","18"
"29/03/2017","16:20","13.8","250","15.0","12.5","09.4","1021.6","3.18","20"
"29/03/2017","16:25","12.7","251","14.2","12.7","09.4","1021.5","3.05","20"
"29/03/2017","16:30","12.4","249","14.1","12.8","09.4","1021.6","2.90","20"
"29/03/2017","16:35","12.5","249","13.8","12.9","09.5","1021.5","2.76","20"
"29/03/2017","16:40","12.4","251","13.0","12.8","09.4","1021.4","2.60","20"
"29/03/2017","16:45","14.1","248","16.0","13.4","09.4","1021.5","2.44","23"
"29/03/2017","16:50","15.3","248","16.8","13.3","09.4","1021.4","2.32","20"
"29/03/2017","16:55","14.0","246","14.9","13.4","09.5","1021.4","2.17","19"
"29/03/2017","17:00","12.4","249","14.3","13.0","09.5","1021.4","2.02","20"
"29/03/2017","17:05","12.1","249","13.4","13.1","09.6","1021.4","1.90","20"
"29/03/2017","17:10","12.5","244","13.0","13.0","09.6","1021.4","1.75","20"
"29/03/2017","17:15","12.1","242","13.0","12.9","09.6","1021.4","1.65","20"
"29/03/2017","17:20","13.0","242","14.1","13.2","09.7","1021.4","1.51","20"
"29/03/2017","17:25","12.7","233","13.3","13.1","09.7","1021.4","1.38","22"
"29/03/2017","17:30","12.5","238","13.8","13.3","09.7","1021.5","1.28","22"
"29/03/2017","17:35","14.1","235","14.7","13.4","09.7","1021.4","1.18","23"
"29/03/2017","17:40","14.1","235","14.6","13.3","09.8","1021.5","1.09","23"
"29/03/2017","17:45","13.4","240","15.6","13.2","09.8","1021.5",".99","20"
"29/03/2017","17:50","14.5","239","15.5","13.1","09.8","1021.5",".90","20"
"29/03/2017","17:55","13.8","243","15.3","13.0","09.8","1021.6",".83","20"
"29/03/2017","18:00","12.4","238","13.1","12.8","09.8","1021.5",".77","20"
"29/03/2017","18:10","09.4","236","10.9","12.5","09.8","1021.5",".67","18"
"29/03/2017","18:15","11.3","244","11.8","12.7","09.9","1021.5",".62","20"
"29/03/2017","18:20","11.9","242","12.2","12.7","09.8","1021.5",".60","19"
"29/03/2017","18:25","11.2","249","11.9","12.5","09.9","1021.5",".58","18"
"29/03/2017","18:30","11.6","238","12.0","12.7","09.8","1021.5",".57","20"
"29/03/2017","18:35","10.4","241","10.9","12.7","09.7","1021.5",".57","20"
"29/03/2017","18:40","11.4","237","12.5","13.0","09.5","1021.6",".59","20"
"29/03/2017","18:45","12.0","236","13.4","13.3","09.4","1021.6",".61","23"
"29/03/2017","18:50","10.2","240","10.9","13.2","09.4","1021.5",".65","23"
"29/03/2017","18:55","11.1","234","11.6","13.3","09.4","1021.6",".70","20"
"29/03/2017","19:00","12.9","235","14.5","13.5","09.4","1021.5",".74","26"
"29/03/2017","19:05","11.0","225","12.3","13.4","09.5","1021.6",".81","23"
"29/03/2017","19:10","10.0","230","10.2","13.6","09.5","1021.6",".87","23"
"29/03/2017","19:15","10.2","229","11.2","13.7","09.5","1021.5",".93","27"
"29/03/2017","19:20","09.8","224","10.7","13.8","09.6","1021.5","1.00","27"
"29/03/2017","19:25","09.0","228","09.8","13.8","09.6","1021.5","1.07","27"
"29/03/2017","19:30","10.8","220","11.6","13.8","09.6","1021.5","1.14","27"
"29/03/2017","19:35","09.5","216","10.1","13.8","09.6","1021.5","1.22","27"
"29/03/2017","19:40","09.4","216","09.7","13.7","09.6","1021.4","1.28","26"
"29/03/2017","19:45","09.6","212","11.2","13.7","09.6","1021.4","1.36","27"
"29/03/2017","19:50","09.0","207","11.4","13.7","09.6","1021.4","1.41","25"
"29/03/2017","19:55","10.1","212","10.9","13.8","09.6","1021.5","1.49","27"
"29/03/2017","20:00","09.5","210","11.0","13.9","09.6","1021.6","1.56","25"
"29/03/2017","20:05","09.0","217","09.7","13.9","09.6","1021.7","1.62","27"
"29/03/2017","20:10","08.8","214","09.8","14.0","09.5","1021.8","1.70","27"
"29/03/2017","20:20","07.4","196","10.0","13.9","09.4","1021.8","1.83","26"
"29/03/2017","20:25","08.8","206","09.5","13.9","09.4","1021.8","1.90","27"
"29/03/2017","20:30","06.5","197","08.7","13.8","09.4","1021.9","1.95","27"
"29/03/2017","20:35","04.0","185","05.8","13.7","09.4","1021.9","2.00","24"
"29/03/2017","20:40","06.5","199","08.3","13.6","09.4","1022.0","2.06","25"
"29/03/2017","20:50","08.3","201","10.0","13.5","09.5","1022.0","2.13","27"
"29/03/2017","20:55","08.8","202","10.7","13.8","09.5","1022.0","2.15","27"
"29/03/2017","21:00","09.6","204","11.3","13.9","09.5","1022.0","2.18","27"
"29/03/2017","21:05","05.4","190","06.4","13.9","09.5","1022.0","2.20","27"
"29/03/2017","21:10","03.7","182","05.8","13.7","09.5","1022.0","2.21","27"
"29/03/2017","21:15","03.3","167","04.2","13.4","09.5","1022.0","2.23","23"
"29/03/2017","21:20","02.9","181","04.3","13.2","09.5","1022.0","2.24","23"
"29/03/2017","21:25","02.5","186","04.0","13.3","09.5","1021.9","2.25","27"
"29/03/2017","21:30","03.2","191","04.0","13.2","09.5","1022.0","2.26","25"
"29/03/2017","21:35","01.6","195","05.4","13.2","09.5","1022.0","2.28","23"
"29/03/2017","21:40","01.5","220","03.8","13.1","09.5","1022.0","2.29","23"
"29/03/2017","21:45","02.1","187","05.1","13.1","09.4","1022.0","2.31","23"
"29/03/2017","21:50","03.0","189","05.0","13.1","09.5","1022.1","2.32","23"
"29/03/2017","21:55","03.2","186","06.5","13.3","09.5","1022.1","2.36","25"
"29/03/2017","22:00","02.2","194","04.0","13.5","09.5","1022.1","2.38","26"
"29/03/2017","22:05","03.3","184","05.8","13.4","09.5","1022.0","2.40","27"
"29/03/2017","22:10","02.6","176","03.9","13.5","09.5","1022.0","2.44","27"
"29/03/2017","22:15","05.3","187","07.5","13.6","09.5","1022.0","2.47","27"
"29/03/2017","22:20","05.3","192","07.1","13.8","09.5","1021.9","2.52","27"
"29/03/2017","22:25","05.0","185","06.6","13.4","09.5","1021.9","2.55","27"
"29/03/2017","22:30","06.6","194","08.7","13.7","09.5","1021.9","2.62","27"
"29/03/2017","22:35","04.3","171","07.5","13.7","09.5","1021.9","2.65","27"
"29/03/2017","22:40","04.8","178","05.9","13.7","09.4","1021.8","2.73","26"
"29/03/2017","22:50","03.4","180","04.9","13.6","09.5","1021.7","2.86","27"
"29/03/2017","22:55","07.6","186","09.9","13.6","09.5","1021.6","2.95","27"
"29/03/2017","23:00","04.6","185","06.1","13.7","09.5","1021.7","3.01","27"
"29/03/2017","23:05","03.8","182","04.7","13.6","09.5","1021.7","3.11","27"
"29/03/2017","23:10","02.6","185","07.1","13.5","09.5","1021.6","3.22","27"
"29/03/2017","23:15","02.3","182","04.4","13.4","09.4","1021.6","3.30","27"
"29/03/2017","23:20","01.6","179","03.3","13.6","09.4","1021.5","3.40","27"
"29/03/2017","23:25","03.1","173","04.8","13.6","09.4","1021.5","3.48","27"
"29/03/2017","23:30","03.6","184","06.4","13.6","09.4","1021.5","3.60","27"
"29/03/2017","23:35","02.1","178","06.9","13.5","09.4","1021.5","3.72","27"
"29/03/2017","23:40","03.0","167","05.0","13.6","09.4","1021.5","3.80","27"
"29/03/2017","23:45","01.6","185","04.6","13.6","09.4","1021.6","3.91","27"
"29/03/2017","23:50","00.7","191","02.6","13.5","09.4","1021.6","4.00","27"
"29/03/2017","23:55","01.8","193","04.1","13.4","09.4","1021.6","4.10","27"
