"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","VIS"
"02/04/2017","07:40","04.3","342","05.3","08.3","09.9","1020.1","1.99","18"
"02/04/2017","07:45","03.9","340","04.3","08.3","10.0","1020.2","1.90","16"
"02/04/2017","07:50","03.8","345","04.9","08.2","10.0","1020.2","1.78","14"
"02/04/2017","07:55","04.0","349","05.8","08.3","10.6","1020.3","1.67","14"
"02/04/2017","08:00","02.3","013","03.0","08.3","10.4","1020.3","1.59","16"
"02/04/2017","08:05","03.8","347","05.3","08.4","10.1","1020.4","1.49","18"
"02/04/2017","08:10","04.0","350","05.0","08.4","10.1","1020.6","1.42","20"
"02/04/2017","08:15","03.9","344","06.1","08.5","10.2","1020.8","1.34","20"
"02/04/2017","08:20","04.1","350","05.8","08.4","10.2","1020.9","1.26","22"
"02/04/2017","08:25","05.2","346","07.3","08.5","10.2","1020.9","1.21","22"
"02/04/2017","08:30","06.9","345","08.6","08.5","10.2","1021.0","1.16","23"
"02/04/2017","08:35","07.7","342","08.8","08.5","10.2","1021.0","1.12","25"
"02/04/2017","08:40","08.4","342","09.6","08.5","10.2","1021.1","1.07","23"
"02/04/2017","08:45","07.0","347","09.9","08.6","10.2","1021.2","1.04","23"
"02/04/2017","08:50","08.8","342","09.4","08.7","10.2","1021.2","1.02","27"
"02/04/2017","08:55","07.5","347","08.4","08.9","10.2","1021.3","1.01","27"
"02/04/2017","09:00","05.4","356","08.1","08.9","10.2","1021.4","1.01","27"
"02/04/2017","09:05","05.1","010","07.7","08.9","10.2","1021.4","1.01","27"
"02/04/2017","09:10","04.0","004","06.3","09.0","10.2","1021.4","1.02","27"
"02/04/2017","09:15","04.7","014","06.2","08.9","10.6","1021.4","1.05","27"
"02/04/2017","09:20","05.0","004","07.9","09.2","09.9","1021.5","1.08","27"
"02/04/2017","09:25","05.4","358","08.0","09.2","09.8","1021.6","1.11","27"
"02/04/2017","09:30","08.5","348","11.5","09.4","09.8","1021.6","1.15","27"
"02/04/2017","09:35","06.4","350","09.4","09.3","09.8","1021.6","1.20","27"
"02/04/2017","09:40","05.4","351","08.5","09.4","09.8","1021.7","1.24","27"
"02/04/2017","09:45","07.5","349","08.8","09.4","09.8","1021.8","1.28","27"
"02/04/2017","09:50","04.2","004","05.4","09.5","09.8","1021.8","1.33","27"
"02/04/2017","09:55","06.4","018","08.0","09.6","09.8","1021.9","1.38","27"
"02/04/2017","10:00","04.8","355","07.3","09.8","09.8","1022.0","1.42","27"
"02/04/2017","10:05","05.1","358","08.5","09.8","09.9","1022.0","1.46","27"
"02/04/2017","10:10","04.3","358","07.2","09.8","09.9","1022.0","1.51","27"
"02/04/2017","10:15","04.4","353","09.4","09.9","09.9","1022.1","1.56","27"
"02/04/2017","10:20","07.7","343","08.4","10.1","10.0","1022.1","1.59","27"
"02/04/2017","10:25","07.4","330","08.5","10.0","10.0","1022.2","1.65","27"
"02/04/2017","10:30","08.4","336","08.8","10.0","10.0","1022.2","1.69","27"
"02/04/2017","10:35","07.6","344","08.2","10.3","10.0","1022.3","1.74","27"
"02/04/2017","10:40","06.6","350","09.0","10.4","10.0","1022.2","1.79","27"
"02/04/2017","10:45","10.2","346","11.5","10.3","10.0","1022.3","1.82","27"
"02/04/2017","10:50","09.2","346","12.7","10.2","10.0","1022.4","1.86","27"
"02/04/2017","10:55","07.8","346","09.5","10.3","09.9","1022.4","1.90","27"
"02/04/2017","11:00","08.2","340","08.6","10.2","09.9","1022.5","1.94","27"
"02/04/2017","11:05","05.9","345","07.0","10.4","09.9","1022.5","1.98","27"
"02/04/2017","11:10","05.6","346","06.4","10.5","09.9","1022.5","2.00","27"
"02/04/2017","11:15","07.5","333","08.1","10.6","09.9","1022.5","2.03","27"
"02/04/2017","11:20","06.4","336","07.2","10.6","09.9","1022.6","2.06","27"
"02/04/2017","11:25","06.2","330","06.4","10.7","09.9","1022.6","2.08","27"
"02/04/2017","11:30","04.8","340","05.4","10.8","09.9","1022.7","2.10","27"
"02/04/2017","11:35","02.5","353","03.6","11.1","09.9","1022.8","2.12","27"
"02/04/2017","11:40","06.4","339","07.2","11.1","09.9","1022.8","2.14","27"
"02/04/2017","11:45","07.4","334","07.9","11.2","09.9","1022.7","2.15","27"
"02/04/2017","11:50","07.8","338","09.1","11.3","09.9","1022.7","2.15","27"
"02/04/2017","12:00","06.2","341","07.4","11.4","09.9","1022.7","2.17","27"
"02/04/2017","12:05","06.6","339","06.9","11.4","09.9","1022.7","2.18","27"
"02/04/2017","12:10","06.0","336","06.6","11.4","09.9","1022.7","2.20","24"
"02/04/2017","12:15","04.0","341","05.3","11.5","09.9","1022.8","2.21","20"
"02/04/2017","12:20","05.4","325","05.9","11.4","09.9","1022.8","2.23","27"
"02/04/2017","12:25","06.3","331","06.9","11.5","09.9","1022.9","2.25","25"
"02/04/2017","12:30","07.0","324","08.2","11.6","09.9","1022.9","2.27","23"
"02/04/2017","12:35","06.1","323","06.7","11.8","09.9","1022.9","2.30","23"
"02/04/2017","12:40","06.9","326","07.3","11.6","09.9","1022.8","2.33","27"
"02/04/2017","12:45","06.9","324","07.4","11.8","10.0","1022.8","2.37","24"
"02/04/2017","12:50","06.4","322","06.9","11.8","10.0","1022.8","2.40","27"
"02/04/2017","12:55","06.6","325","06.9","11.8","10.0","1022.8","2.44","27"
"02/04/2017","13:00","05.8","329","06.3","12.0","10.0","1022.8","2.48","27"
"02/04/2017","13:05","05.2","329","05.6","12.0","09.9","1022.8","2.53","27"
"02/04/2017","13:10","06.1","321","06.3","12.1","10.0","1022.9","2.59","27"
"02/04/2017","13:15","04.4","323","04.7","12.2","10.0","1022.8","2.63","27"
"02/04/2017","13:20","04.0","330","04.5","12.1","09.9","1022.9","2.69","27"
"02/04/2017","13:25","04.2","329","04.7","12.2","09.9","1022.9","2.76","27"
"02/04/2017","13:30","03.8","320","04.8","12.3","09.9","1022.8","2.82","27"
"02/04/2017","13:35","04.7","338","05.0","12.3","09.9","1022.8","2.89","27"
"02/04/2017","13:40","04.2","329","04.4","12.4","09.9","1022.9","2.95","27"
"02/04/2017","13:45","04.8","333","05.1","12.4","09.9","1022.9","3.04","27"
"02/04/2017","13:50","04.1","341","04.3","12.6","-8.9","1022.8","3.12","27"
"02/04/2017","13:55","01.1","359","01.5","12.7","09.9","1022.8","3.19","27"
"02/04/2017","14:00","02.6","349","03.3","12.8","09.9","1022.7","3.27","27"
"02/04/2017","14:05","00.9","002","01.6","13.0","09.9","1022.7","3.33","27"
"02/04/2017","14:10","01.9","346","02.8","13.0","09.9","1022.8","3.43","27"
"02/04/2017","14:15","02.5","345","03.0","12.9","-8.3","1022.8","3.51","27"
"02/04/2017","14:20","00.8","007","01.1","13.0","09.9","1022.9","3.59","27"
"02/04/2017","14:25","02.1","016","02.5","13.4","09.9","1022.9","3.67","27"
"02/04/2017","14:30","03.3","019","03.8","12.9","10.0","1022.9","3.74","27"
"02/04/2017","14:35","01.7","358","02.2","13.0","09.9","1022.9","3.79","24"
"02/04/2017","14:40","03.2","335","05.8","13.0","10.0","1022.9","3.87","26"
"02/04/2017","14:45","01.4","193","03.6","12.6","10.0","1022.9","3.90","26"
"02/04/2017","14:50","02.3","213","03.1","13.0","09.9","1023.0","3.99","27"
"02/04/2017","14:55","01.4","159","02.8","13.4","09.9","1023.1","4.05","27"
"02/04/2017","15:00","01.4","199","02.3","14.1","09.9","1023.0","4.06","27"
"02/04/2017","15:05","00.9","248","02.0","13.9","10.0","1023.1","4.12","27"
"02/04/2017","15:10","02.0","209","03.1","13.5","10.0","1023.1","4.14","27"
"02/04/2017","15:15","02.4","196","03.2","14.0","10.0","1023.1","4.15","27"
"02/04/2017","15:20","01.6","250","02.1","14.0","10.0","1023.1","4.18","27"
"02/04/2017","15:25","03.0","232","03.6","13.8","10.0","1023.1","4.21","27"
"02/04/2017","15:30","02.5","233","02.8","13.6","09.9","1023.1","4.21","27"
"02/04/2017","15:35","01.4","234","01.7","13.8","10.0","1023.1","4.23","27"
"02/04/2017","15:40","00.8","200","01.0","14.5","10.0","1023.2","4.24","27"
"02/04/2017","15:45","03.8","240","04.0","13.5","09.9","1023.1","4.25","27"
"02/04/2017","15:50","05.9","253","06.9","12.9","10.0","1023.2","4.25","27"
"02/04/2017","15:55","08.4","249","10.1","12.5","10.0","1023.2","4.23","27"
"02/04/2017","16:00","08.1","259","10.2","12.0","10.0","1023.2","4.23","27"
"02/04/2017","16:05","09.1","253","09.9","11.5","10.0","1023.3","4.23","27"
"02/04/2017","16:10","08.1","260","08.9","11.6","10.4","1023.3","4.24","23"
"02/04/2017","16:15","07.7","259","09.1","11.6","10.2","1023.3","4.25","27"
"02/04/2017","16:20","08.5","260","09.9","11.7","10.4","1023.2","4.23","27"
"02/04/2017","16:25","09.2","262","10.1","11.7","10.5","1023.2","4.24","26"
"02/04/2017","16:30","10.0","259","11.2","11.6","10.1","1023.2","4.24","26"
"02/04/2017","16:35","09.9","255","10.9","11.4","10.1","1023.2","4.24","25"
"02/04/2017","16:40","11.0","263","12.0","11.2","10.6","1023.2","4.25","27"
"02/04/2017","16:45","11.2","259","12.1","11.2","10.6","1023.3","4.25","23"
"02/04/2017","16:50","10.9","258","12.0","11.4","10.6","1023.3","4.25","23"
"02/04/2017","16:55","11.0","258","12.0","11.4","10.6","1023.2","4.25","27"
"02/04/2017","17:00","09.2","254","09.8","11.4","10.6","1023.3","4.25","23"
"02/04/2017","17:05","09.3","256","10.4","11.4","-3.2","1023.3","4.25","24"
"02/04/2017","17:10","08.8","253","09.8","11.4","10.6","1023.4","4.26","20"
"02/04/2017","17:15","09.4","252","11.0","11.5","10.6","1023.4","4.26","27"
"02/04/2017","17:20","09.0","254","10.3","11.5","10.6","1023.5","4.26","27"
"02/04/2017","17:25","09.2","246","10.3","11.5","10.6","1023.5","4.25","25"
"02/04/2017","17:30","09.4","251","10.6","11.5","10.6","1023.5","4.26","23"
"02/04/2017","17:35","09.4","248","10.6","11.5","10.3","1023.6","4.26","26"
"02/04/2017","17:40","09.1","251","10.1","11.4","-8.1","1023.6","4.26","25"
"02/04/2017","17:45","09.1","255","09.7","11.3","10.6","1023.6","4.25","24"
"02/04/2017","17:50","09.6","257","10.6","11.3","10.4","1023.7","4.25","27"
"02/04/2017","17:55","09.8","254","10.4","11.3","10.5","1023.7","4.24","26"
"02/04/2017","18:00","08.6","249","09.5","11.2","10.4","1023.8","4.22","23"
"02/04/2017","18:05","08.5","251","09.6","11.2","10.5","1023.8","4.19","27"
"02/04/2017","18:10","08.6","257","09.9","11.3","10.3","1023.8","4.18","23"
"02/04/2017","18:15","08.3","257","09.3","11.3","10.6","1023.8","4.15","27"
"02/04/2017","18:20","08.7","257","09.9","11.1","10.6","1023.9","4.10","23"
"02/04/2017","18:25","08.6","255","09.2","11.2","10.6","1023.9","4.06","23"
"02/04/2017","18:30","10.3","258","11.4","11.5","10.6","1023.9","4.00","27"
"02/04/2017","18:35","08.3","254","08.7","11.2","10.1","1024.0","3.95","23"
"02/04/2017","18:40","09.9","254","10.4","11.0","10.0","1023.9","3.90","22"
"02/04/2017","18:45","09.8","257","12.3","11.2","10.0","1024.0","3.83","23"
"02/04/2017","18:50","09.0","251","10.2","11.1","10.0","1024.0","3.75","25"
"02/04/2017","18:55","08.7","249","09.1","11.0","09.9","1024.1","3.67","24"
"02/04/2017","19:00","08.6","253","09.1","11.0","09.9","1024.1","3.56","23"
"02/04/2017","19:05","10.0","259","12.2","11.0","09.9","1024.1","3.48","23"
"02/04/2017","19:10","09.5","260","10.4","11.2","09.9","1024.1","3.36","21"
"02/04/2017","19:20","10.8","257","11.2","11.0","09.9","1024.1","3.12","27"
"02/04/2017","19:25","09.6","254","10.8","11.0","09.9","1024.2","2.99","27"
"02/04/2017","19:30","08.5","248","09.1","11.0","09.9","1024.2","2.88","27"
"02/04/2017","19:35","09.8","250","10.7","11.0","09.9","1024.2","2.75","27"
"02/04/2017","19:40","09.1","255","10.0","11.0","09.9","1024.3","2.66","26"
"02/04/2017","19:45","07.8","263","08.7","10.9","09.9","1024.3","2.53","24"
"02/04/2017","19:50","09.1","248","10.4","10.8","09.9","1024.3","2.42","23"
"02/04/2017","19:55","07.4","250","08.1","10.9","09.9","1024.4","2.31","27"
"02/04/2017","20:00","08.0","239","09.4","10.8","10.0","1024.5","2.20","27"
"02/04/2017","20:05","08.3","238","08.8","10.8","10.6","1024.5","2.10","26"
"02/04/2017","20:10","09.2","240","09.8","10.7","10.2","1024.6","1.98","25"
"02/04/2017","20:15","09.3","243","09.4","10.6","10.3","1024.6","1.91","18"
"02/04/2017","20:20","08.9","246","09.3","10.6","10.4","1024.7","1.80","23"
"02/04/2017","20:25","08.8","245","09.4","10.6","10.4","1024.7","1.73","23"
"02/04/2017","20:30","08.6","245","09.3","10.6","10.6","1024.8","1.64","23"
"02/04/2017","20:35","08.2","247","09.1","10.6","10.6","1024.8","1.57","23"
"02/04/2017","20:40","08.4","250","09.0","10.6","10.6","1024.8","1.50","26"
"02/04/2017","20:45","08.6","248","09.0","10.5","10.7","1024.9","1.44","23"
"02/04/2017","20:50","08.8","250","09.5","10.5","10.7","1024.9","1.40","23"
"02/04/2017","20:55","09.0","251","09.3","10.5","10.7","1025.0","1.34","22"
"02/04/2017","21:00","08.4","251","08.8","10.5","10.7","1025.1","1.30","23"
"02/04/2017","21:05","08.5","249","09.3","10.4","10.7","1025.2","1.27","23"
"02/04/2017","21:15","08.2","247","08.9","10.4","10.6","1025.2","1.23","23"
"02/04/2017","21:20","09.1","248","09.7","10.4","10.6","1025.3","1.22","23"
"02/04/2017","21:25","08.6","249","09.0","10.4","10.6","1025.3","1.22","23"
"02/04/2017","21:30","08.8","249","09.3","10.4","10.6","1025.3","1.22","22"
"02/04/2017","21:35","08.6","247","09.2","10.4","10.4","1025.4","1.23","22"
"02/04/2017","21:40","08.4","244","09.0","10.4","10.1","1025.4","1.25","23"
"02/04/2017","21:45","08.1","246","08.7","10.4","10.0","1025.4","1.28","23"
"02/04/2017","21:50","08.0","243","08.5","10.4","10.0","1025.4","1.31","23"
"02/04/2017","21:55","08.3","242","08.7","10.4","09.9","1025.5","1.35","23"
"02/04/2017","22:05","08.3","242","09.3","10.4","10.0","1025.5","1.43","23"
"02/04/2017","22:10","08.0","238","08.4","10.3","10.6","1025.6","1.46","23"
"02/04/2017","22:15","08.3","240","08.5","10.3","10.2","1025.6","1.51","23"
"02/04/2017","22:25","07.8","242","08.2","10.2","10.3","1025.7","1.59","23"
"02/04/2017","22:30","07.6","244","08.3","10.2","10.3","1025.7","1.63","22"
"02/04/2017","22:35","06.7","243","07.1","10.1","10.3","1025.7","1.66","20"
"02/04/2017","22:40","06.3","234","07.0","10.1","10.3","1025.8","1.69","23"
"02/04/2017","22:45","06.6","232","07.1","10.1","10.3","1025.8","1.74","22"
"02/04/2017","22:50","07.2","234","07.9","10.2","10.3","1025.9","1.77","23"
"02/04/2017","22:55","05.9","225","06.2","10.1","10.2","1025.8","1.81","22"
"02/04/2017","23:00","06.3","224","06.8","10.2","10.2","1025.9","1.84","20"
"02/04/2017","23:05","04.9","231","05.3","10.1","10.1","1025.8","1.88","20"
"02/04/2017","23:10","06.4","239","06.7","10.1","10.1","1025.9","1.92","20"
"02/04/2017","23:15","06.0","244","06.4","10.2","10.1","1025.8","1.95","18"
"02/04/2017","23:20","07.2","240","08.0","10.2","10.1","1025.9","1.97","22"
"02/04/2017","23:25","06.4","246","06.8","10.2","10.6","1025.9","2.01","20"
"02/04/2017","23:30","07.0","241","07.1","10.2","10.3","1025.9","2.04","20"
"02/04/2017","23:35","07.4","246","07.9","10.2","10.0","1026.0","2.07","22"
"02/04/2017","23:40","06.8","243","07.1","10.2","10.0","1025.9","2.09","20"
"02/04/2017","23:45","06.8","244","07.2","10.2","10.0","1025.9","2.11","20"
"02/04/2017","23:50","07.1","238","08.0","10.1","10.0","1025.9","2.13","20"
"02/04/2017","23:55","07.4","236","07.9","10.2","10.0","1026.0","2.15","20"
