"Date","Time","WSPD","WD","GST","ATMP","WTMP","BARO","DEPTH","VIS"
"02/04/2017","00:05","04.2","293","04.4","09.6","09.9","1014.8","2.36","18"
"02/04/2017","00:10","03.9","293","04.2","09.7","09.9","1014.8","2.37","20"
"02/04/2017","00:15","04.4","294","04.8","09.7","09.9","1014.7","2.40","18"
"02/04/2017","00:20","04.8","281","05.2","09.7","09.9","1014.7","2.44","19"
"02/04/2017","00:25","05.2","282","05.8","09.6","09.9","1014.8","2.48","20"
"02/04/2017","00:30","05.2","284","05.5","09.6","09.9","1014.8","2.51","17"
"02/04/2017","00:35","05.3","286","05.5","09.6","09.9","1014.9","2.56","20"
"02/04/2017","00:40","05.2","293","05.7","09.6","09.9","1015.0","2.62","20"
"02/04/2017","00:45","06.0","291","06.4","09.6","09.9","1015.0","2.67","18"
"02/04/2017","00:50","05.5","290","05.9","09.5","09.9","1015.1","2.73","20"
"02/04/2017","00:55","05.4","296","06.1","09.5","09.9","1015.1","2.78","19"
"02/04/2017","01:00","07.3","319","08.1","09.6","09.9","1015.2","2.86","17"
"02/04/2017","05:20","05.8","323","06.8","08.6","09.9","1017.7","4.38","16"
"02/04/2017","05:30","05.0","321","05.8","08.5","09.9","1017.8","4.36","18"
"02/04/2017","05:35","04.5","334","05.0","08.5","09.9","1017.9","4.34","18"
"02/04/2017","05:40","03.2","326","03.7","08.5","09.8","1017.9","4.32","16"
"02/04/2017","05:45","03.9","330","04.4","08.5","09.8","1018.0","4.30","16"
"02/04/2017","05:55","03.1","346","05.3","08.5","09.8","1018.1","4.22","18"
"02/04/2017","06:00","02.1","356","04.3","08.4","09.8","1018.2","4.16","20"
"02/04/2017","06:05","05.7","342","06.4","08.4","09.8","1018.3","4.12","20"
"02/04/2017","06:10","05.3","342","06.1","08.4","09.8","1018.4","4.06","19"
"02/04/2017","06:15","05.2","338","05.5","08.5","09.8","1018.5","3.98","20"
"02/04/2017","06:20","04.4","336","05.1","08.5","09.8","1018.6","3.90","19"
"02/04/2017","06:25","05.2","334","05.4","08.4","09.8","1018.8","3.80","18"
"02/04/2017","06:30","04.2","329","05.2","08.5","09.8","1018.9","3.72","17"
"02/04/2017","06:35","04.3","325","04.7","08.4","09.8","1019.0","3.60","18"
"02/04/2017","06:45","05.8","320","06.5","08.2","09.8","1019.1","3.38","18"
"02/04/2017","06:50","05.4","322","05.7","08.1","09.8","1019.2","3.24","18"
"02/04/2017","06:55","05.5","321","06.1","08.2","09.8","1019.3","3.12","17"
"02/04/2017","07:00","04.8","317","05.1","08.2","09.8","1019.5","2.98","18"
"02/04/2017","07:05","03.7","314","03.9","08.1","09.7","1019.5","2.87","18"
"02/04/2017","07:10","04.8","317","05.2","08.1","09.8","1019.6","2.73","17"
"02/04/2017","07:15","05.2","330","05.7","08.1","09.8","1019.7","2.59","18"
"02/04/2017","07:20","05.5","333","05.8","08.1","09.8","1019.8","2.48","18"
"02/04/2017","07:25","04.4","333","05.0","08.2","09.8","1019.8","2.35","16"
"02/04/2017","07:35","04.6","341","05.5","08.2","09.8","1020.0","2.12","18"
