"Date","Time","WSPD","WD","GST","ATMP","BARO","DEPTH"
"30/03/2017","08:15","11.3","211","00.0","12.1","1019.1","1.69"
"30/03/2017","08:20","11.3","211","00.0","12.1","1019.1","1.78"
"30/03/2017","08:25","11.3","211","00.0","12.1","1019.1","1.86"
"30/03/2017","08:30","11.3","211","00.0","12.1","1019.1","1.93"
"30/03/2017","08:35","11.3","211","00.0","12.1","1019.1","2.00"
"30/03/2017","08:40","11.3","211","00.0","12.1","1019.1","2.06"
"30/03/2017","08:45","11.3","211","00.0","12.1","1019.1","2.09"
"30/03/2017","08:50","11.3","211","00.0","12.1","1019.1","2.14"
"30/03/2017","08:55","11.3","211","00.0","12.1","1019.1","2.19"
"30/03/2017","09:00","11.3","211","00.0","12.1","1019.1","2.22"
"30/03/2017","09:05","11.3","211","00.0","12.1","1019.1","2.27"
"30/03/2017","09:10","11.3","211","00.0","12.1","1019.1","2.30"
"30/03/2017","09:15","11.3","211","00.0","12.1","1019.1","2.34"
"30/03/2017","09:20","11.3","211","00.0","12.1","1019.1","2.37"
"30/03/2017","09:25","11.3","211","00.0","12.1","1019.1","2.39"
"30/03/2017","09:30","11.3","211","00.0","12.1","1019.1","2.42"
"30/03/2017","09:35","11.3","211","00.0","12.1","1019.1","2.44"
"30/03/2017","09:40","11.3","211","00.0","12.1","1019.1","2.47"
"30/03/2017","09:50","11.3","211","00.0","12.1","1019.1","2.48"
"30/03/2017","10:00","11.3","211","00.0","12.1","1019.1","2.47"
"30/03/2017","10:10","11.3","211","00.0","12.1","1019.1","2.46"
"30/03/2017","10:15","11.3","211","00.0","12.1","1019.1","2.47"
"30/03/2017","10:30","11.3","211","00.0","12.1","1019.1","2.38"
"30/03/2017","10:35","11.3","211","00.0","12.1","1019.1","2.46"
"30/03/2017","10:40","11.3","211","00.0","12.1","1019.1","2.47"
"30/03/2017","10:45","11.3","211","00.0","12.1","1019.1","2.51"
"30/03/2017","10:55","11.3","211","00.0","12.1","1019.1","2.59"
"30/03/2017","11:00","11.3","211","00.0","12.1","1019.1","2.64"
"30/03/2017","11:05","11.3","211","00.0","12.1","1019.1","2.69"
"30/03/2017","11:10","11.3","211","00.0","12.1","1019.1","2.77"
"30/03/2017","11:15","11.3","211","00.0","12.1","1019.1","2.84"
"30/03/2017","11:20","11.3","211","00.0","12.1","1019.1","2.93"
"30/03/2017","11:25","11.3","211","00.0","12.1","1019.1","3.02"
"30/03/2017","11:30","11.3","211","00.0","12.1","1019.1","3.13"
"30/03/2017","11:35","11.3","211","00.0","12.1","1019.1","3.24"
"30/03/2017","11:40","11.3","211","00.0","12.1","1019.1","3.35"
"30/03/2017","11:45","11.3","211","00.0","12.1","1019.1","3.47"
"30/03/2017","11:50","11.3","211","00.0","12.1","1019.1","3.56"
"30/03/2017","11:55","11.3","211","00.0","12.1","1019.1","3.71"
"30/03/2017","12:00","11.3","211","00.0","12.1","1019.1","3.83"
"30/03/2017","12:05","11.3","211","00.0","12.1","1019.1","3.95"
"30/03/2017","12:10","11.3","211","00.0","12.1","1019.1","4.07"
"30/03/2017","12:15","11.3","211","00.0","12.1","1019.1","4.18"
"30/03/2017","12:20","11.3","211","00.0","12.1","1019.1","4.29"
"30/03/2017","12:25","11.3","211","00.0","12.1","1019.1","4.40"
"30/03/2017","12:30","11.3","211","00.0","12.1","1019.1","4.50"
"30/03/2017","12:35","11.3","211","00.0","12.1","1019.1","4.58"
"30/03/2017","12:40","11.3","211","00.0","12.1","1019.1","4.66"
"30/03/2017","12:45","11.3","211","00.0","12.1","1019.1","4.71"
"30/03/2017","12:50","11.3","211","00.0","12.1","1019.1","4.78"
"30/03/2017","12:55","11.3","211","00.0","12.1","1019.1","4.82"
"30/03/2017","13:00","11.3","211","00.0","12.1","1019.1","4.84"
"30/03/2017","13:15","11.3","211","00.0","12.1","1019.1","4.84"
"30/03/2017","13:20","11.3","211","00.0","12.1","1019.1","4.81"
"30/03/2017","13:25","11.3","211","00.0","12.1","1019.1","4.77"
"30/03/2017","13:35","11.3","211","00.0","12.1","1019.1","4.69"
"30/03/2017","13:40","11.3","211","00.0","12.1","1019.1","4.64"
"30/03/2017","13:45","11.3","211","00.0","12.1","1019.1","4.59"
"30/03/2017","13:50","11.3","211","00.0","12.1","1019.1","4.54"
"30/03/2017","13:55","11.7","150","12.5","14.5","1017.1","4.50"
"30/03/2017","14:00","11.1","151","13.0","14.8","1017.1","4.47"
"30/03/2017","14:05","12.7","154","14.3","14.9","1017.1","4.44"
"30/03/2017","14:10","12.1","157","14.4","15.0","1017.1","4.42"
"30/03/2017","14:15","12.8","159","13.9","15.0","1017.1","4.42"
"30/03/2017","14:20","12.8","152","14.0","15.2","1017.1","4.41"
"30/03/2017","14:25","12.6","154","13.4","15.2","1016.7","4.43"
"30/03/2017","14:30","11.3","158","12.2","15.1","1016.7","4.44"
"30/03/2017","14:35","11.2","154","12.4","15.2","1016.7","4.48"
"30/03/2017","14:40","11.8","152","12.7","15.2","1016.7","4.50"
"30/03/2017","14:45","12.1","157","12.7","15.2","1016.7","4.53"
"30/03/2017","14:50","13.2","151","13.8","15.1","1016.7","4.55"
"30/03/2017","14:55","13.2","152","14.0","15.0","1016.7","4.57"
"30/03/2017","15:00","13.4","153","14.3","14.6","1016.7","4.57"
"30/03/2017","15:05","14.4","145","14.9","14.4","1016.3","4.60"
"30/03/2017","15:10","14.6","148","16.1","14.1","1016.3","4.61"
"30/03/2017","15:15","15.1","147","15.5","13.8","1016.2","4.61"
"30/03/2017","15:20","15.4","143","15.7","13.7","1016.1","4.61"
"30/03/2017","15:25","15.1","145","15.3","13.8","1016.0","4.58"
"30/03/2017","15:30","15.6","144","15.8","13.7","1016.0","4.58"
"30/03/2017","15:35","15.4","143","15.9","13.8","1015.9","4.56"
"30/03/2017","15:40","15.8","143","16.1","14.1","1015.9","4.55"
"30/03/2017","15:45","15.8","144","16.3","13.6","1015.9","4.52"
"30/03/2017","15:50","15.5","144","16.2","13.5","1015.9","4.51"
"30/03/2017","15:55","15.8","138","16.1","13.6","1015.9","4.49"
"30/03/2017","16:00","14.7","135","15.2","14.7","1015.6","4.46"
"30/03/2017","16:05","14.9","138","15.1","14.7","1015.5","4.43"
"30/03/2017","16:10","14.7","133","15.5","14.9","1015.5","4.39"
"30/03/2017","16:15","15.4","132","15.6","14.8","1015.6","4.35"
"30/03/2017","16:20","15.9","132","16.6","14.7","1015.6","4.30"
"30/03/2017","16:25","15.3","129","15.7","14.5","1015.4","4.25"
"30/03/2017","16:30","15.7","130","16.1","14.3","1015.3","4.18"
"30/03/2017","16:35","16.3","129","16.6","14.3","1015.3","4.13"
"30/03/2017","16:40","16.0","126","16.1","14.4","1015.3","4.06"
"30/03/2017","16:45","16.3","128","17.0","14.6","1015.3","3.95"
"30/03/2017","16:50","14.9","129","15.4","14.8","1015.3","3.87"
"30/03/2017","16:55","14.0","127","15.5","14.8","1015.3","3.73"
"30/03/2017","17:00","13.0","126","14.1","14.9","1015.3","3.60"
"30/03/2017","17:05","13.3","126","14.2","14.9","1015.3","3.45"
"30/03/2017","17:10","11.9","129","12.9","15.0","1015.3","3.29"
"30/03/2017","17:15","12.2","132","12.4","14.9","1014.7","3.13"
"30/03/2017","17:20","12.8","131","13.1","14.9","1014.7","2.99"
"30/03/2017","17:25","11.7","129","11.9","14.9","1014.7","2.83"
"30/03/2017","17:30","11.2","133","11.5","15.0","1014.7","2.66"
"30/03/2017","17:35","11.9","139","12.3","15.0","1014.6","2.48"
"30/03/2017","17:40","11.3","136","11.4","15.1","1014.6","2.29"
"30/03/2017","17:45","11.1","138","11.9","15.0","1014.5","2.12"
"30/03/2017","17:55","13.3","136","13.6","15.1","1014.4","1.84"
"30/03/2017","18:30","13.8","135","14.5","15.5","1014.1",".84"
"30/03/2017","18:35","13.2","133","13.5","15.5","1014.1",".77"
"30/03/2017","18:40","13.8","136","14.3","15.4","1014.1",".67"
"30/03/2017","18:45","13.7","137","14.1","15.4","1014.1",".60"
"30/03/2017","18:50","14.1","132","14.7","15.4","1014.1",".54"
"30/03/2017","18:55","14.9","140","15.2","15.4","1014.1",".50"
"30/03/2017","19:00","13.6","136","14.2","15.4","1013.8",".47"
"30/03/2017","19:05","14.9","139","15.4","15.3","1013.7",".45"
"30/03/2017","19:10","14.3","133","14.8","15.2","1013.7",".43"
"30/03/2017","19:15","13.4","138","13.9","15.1","1013.7",".43"
"30/03/2017","19:25","14.7","132","15.2","15.0","1013.7",".46"
"30/03/2017","19:30","15.3","131","16.2","14.9","1013.7",".48"
"30/03/2017","19:40","14.0","126","14.7","14.7","1013.5",".59"
"30/03/2017","19:45","12.9","132","13.6","14.6","1013.4",".66"
"30/03/2017","19:50","12.7","132","13.1","14.6","1013.4",".72"
"30/03/2017","19:55","12.1","128","12.5","14.3","1013.4",".84"
"30/03/2017","20:00","13.6","126","14.0","14.2","1013.3",".93"
"30/03/2017","20:05","13.6","127","14.3","14.2","1013.3","1.05"
"30/03/2017","20:10","14.9","133","16.0","14.2","1013.3","1.17"
"30/03/2017","20:15","15.2","132","15.4","14.1","1013.2","1.28"
"30/03/2017","20:20","16.2","133","16.7","14.2","1013.2","1.36"
"30/03/2017","20:25","15.9","133","16.4","14.2","1013.1","1.47"
"30/03/2017","20:30","16.5","134","17.5","14.3","1013.1","1.58"
"30/03/2017","20:35","15.5","131","15.8","14.3","1013.1","1.67"
"30/03/2017","20:40","15.9","132","16.1","14.2","1013.0","1.77"
"30/03/2017","20:45","15.6","128","16.7","14.3","1012.9","1.86"
"30/03/2017","20:50","15.8","134","16.2","14.4","1012.9","1.90"
"30/03/2017","20:55","15.1","130","15.8","14.3","1012.9","1.98"
"30/03/2017","21:00","15.6","134","15.9","14.3","1012.8","2.04"
"30/03/2017","21:05","15.8","134","16.3","14.3","1012.8","2.09"
"30/03/2017","21:10","15.3","133","16.4","14.3","1012.8","2.13"
"30/03/2017","21:15","15.0","134","15.3","14.1","1012.8","2.20"
"30/03/2017","21:20","15.1","133","16.1","14.2","1012.7","2.23"
"30/03/2017","21:25","15.8","132","16.2","14.0","1012.6","2.28"
"30/03/2017","21:30","15.6","132","15.8","14.0","1012.5","2.25"
"30/03/2017","21:35","15.2","129","15.5","14.0","1012.5","2.35"
"30/03/2017","21:40","14.7","129","14.8","14.0","1012.4","2.37"
"30/03/2017","21:45","15.4","130","16.4","13.9","1012.4","2.38"
"30/03/2017","21:55","14.4","128","15.1","13.9","1012.3","2.43"
"30/03/2017","22:00","14.9","131","15.5","13.8","1012.3","2.43"
"30/03/2017","22:05","14.3","128","14.9","13.7","1012.3","2.45"
"30/03/2017","22:10","14.1","129","14.4","13.7","1012.3","2.43"
"30/03/2017","22:15","14.8","130","15.3","13.7","1012.3","2.46"
"30/03/2017","22:25","14.8","132","15.4","13.7","1011.9","2.44"
"30/03/2017","22:30","14.5","132","14.8","13.6","1011.9","2.44"
"30/03/2017","22:40","14.3","134","14.9","13.4","1011.7","2.43"
"30/03/2017","22:45","14.5","134","14.8","13.4","1011.7","2.44"
"30/03/2017","22:50","14.2","133","14.9","13.4","1011.4","2.44"
"30/03/2017","22:55","14.3","135","14.4","13.5","1011.4","2.44"
"30/03/2017","23:00","13.8","135","14.1","13.4","1011.3","2.46"
"30/03/2017","23:05","13.5","135","14.3","13.4","1011.3","2.49"
"30/03/2017","23:10","14.1","135","14.8","13.4","1011.2","2.52"
"30/03/2017","23:15","13.7","139","13.9","13.3","1011.1","2.56"
"30/03/2017","23:20","13.8","140","14.1","13.3","1011.1","2.65"
"30/03/2017","23:25","13.8","141","14.2","13.3","1011.1","2.69"
"30/03/2017","23:30","14.1","143","14.5","13.4","1010.9","2.78"
"30/03/2017","23:35","14.0","147","14.2","13.3","1010.9","2.89"
"30/03/2017","23:40","14.0","145","14.2","13.1","1010.9","2.97"
"30/03/2017","23:50","14.1","149","14.7","13.1","1010.7","3.11"
"30/03/2017","23:55","13.7","155","14.0","12.9","1010.7","3.29"
