"Date","Time","WSPD","WD","GST","ATMP","BARO","DEPTH"
"07/04/2017","16:25","11.9","214","12.9","15.3","1024.0","2.02"
"07/04/2017","16:30","11.2","213","12.5","15.2","1024.0","2.08"
"07/04/2017","16:35","09.7","209","11.0","15.2","1024.0","2.09"
"07/04/2017","16:40","11.5","214","13.9","15.0","1024.0","2.14"
"07/04/2017","16:45","11.1","225","13.1","14.8","1024.0","2.18"
"07/04/2017","16:50","10.5","228","11.5","14.7","1024.0","2.16"
"07/04/2017","16:55","11.5","214","12.6","14.6","1024.0","2.21"
"07/04/2017","17:00","11.9","223","13.0","14.5","1024.0","2.23"
"07/04/2017","17:05","11.6","222","12.8","14.4","1024.0","2.24"
"07/04/2017","17:10","09.4","230","11.1","14.1","1024.0","2.27"
"07/04/2017","17:15","12.1","217","12.9","14.3","1023.9","2.28"
"07/04/2017","17:20","09.9","230","12.2","14.3","1023.9","2.29"
"07/04/2017","17:25","11.4","232","12.4","13.9","1024.0","2.31"
"07/04/2017","17:30","08.9","241","10.8","13.8","1024.0","2.32"
"07/04/2017","17:35","09.5","236","10.3","13.8","1024.0","2.32"
"07/04/2017","17:40","11.7","235","13.4","13.8","1023.9","2.35"
"07/04/2017","17:45","07.6","240","09.5","13.8","1023.9","2.37"
"07/04/2017","17:50","09.7","237","11.7","13.8","1023.9","2.37"
"07/04/2017","17:55","10.3","238","12.0","13.7","1023.9","2.39"
"07/04/2017","18:00","11.3","236","12.8","13.5","1023.9","2.41"
"07/04/2017","18:05","11.9","236","12.5","13.4","1023.9","2.42"
"07/04/2017","18:10","10.4","225","12.1","13.4","1023.9","2.42"
"07/04/2017","18:15","10.9","235","12.6","13.4","1023.9","2.43"
"07/04/2017","18:20","09.3","243","10.5","13.4","1023.8","2.44"
"07/04/2017","18:25","08.9","237","10.1","13.4","1023.9","2.44"
"07/04/2017","18:30","04.5","235","06.5","13.5","1023.9","2.46"
"07/04/2017","18:35","04.8","255","06.9","13.7","1023.9","2.47"
"07/04/2017","18:40","03.9","245","05.3","13.7","1023.9","2.48"
"07/04/2017","18:45","05.2","233","06.5","13.5","1024.0","2.50"
"07/04/2017","18:50","06.2","222","07.6","13.5","1024.0","2.51"
"07/04/2017","18:55","08.6","238","10.2","13.0","1024.0","2.54"
"07/04/2017","19:00","08.4","231","08.9","12.9","1024.0","2.58"
"07/04/2017","19:05","08.1","235","09.0","12.9","1024.0","2.60"
"07/04/2017","19:10","05.8","210","07.3","12.7","1024.0","2.64"
"07/04/2017","19:15","06.6","223","08.3","12.5","1024.0","2.69"
"07/04/2017","19:20","06.7","229","07.8","12.5","1024.0","2.72"
"07/04/2017","19:25","04.7","225","05.3","12.6","1024.0","2.79"
"07/04/2017","19:30","05.2","225","06.2","12.3","1024.0","2.86"
"07/04/2017","19:35","05.1","213","06.3","12.3","1024.0","2.89"
"07/04/2017","19:40","05.2","223","05.7","12.1","1024.0","2.95"
"07/04/2017","19:45","05.4","239","06.3","12.0","1024.1","3.03"
"07/04/2017","19:50","04.6","229","04.8","11.9","1024.1","3.08"
"07/04/2017","19:55","04.0","232","04.2","11.9","1024.1","3.17"
"07/04/2017","20:00","06.5","234","07.7","11.7","1024.1","3.26"
"07/04/2017","20:05","04.9","235","05.9","11.6","1024.1","3.30"
"07/04/2017","20:10","04.5","225","05.3","11.5","1024.1","3.40"
"07/04/2017","20:15","05.7","242","07.5","11.4","1024.2","3.48"
"07/04/2017","20:20","06.4","245","07.2","11.4","1024.2","3.51"
"07/04/2017","20:25","06.4","233","07.9","11.2","1024.2","3.60"
"07/04/2017","20:30","04.9","233","07.4","11.2","1024.2","3.69"
"07/04/2017","20:35","06.1","226","06.8","11.2","1024.2","3.73"
"07/04/2017","20:40","04.1","222","04.5","11.2","1024.3","3.81"
"07/04/2017","20:45","04.7","230","05.2","11.2","1024.3","3.88"
"07/04/2017","20:50","04.7","233","05.4","11.2","1024.3","3.92"
"07/04/2017","20:55","04.9","242","05.5","11.1","1024.4","3.99"
"07/04/2017","21:00","06.4","249","07.5","11.0","1024.4","4.04"
"07/04/2017","21:05","06.7","248","07.9","10.9","1024.4","4.07"
"07/04/2017","21:10","05.3","247","06.1","10.6","1024.4","4.12"
"07/04/2017","21:15","05.6","243","05.9","10.4","1024.4","4.16"
"07/04/2017","21:20","07.0","248","07.5","10.4","1024.4","4.17"
"07/04/2017","21:25","05.7","251","05.8","10.4","1024.5","4.20"
"07/04/2017","21:30","05.3","256","05.7","10.3","1024.5","4.21"
"07/04/2017","21:35","06.1","259","06.4","10.4","1024.5","4.23"
"07/04/2017","21:40","06.6","253","06.8","10.6","1024.5","4.23"
"07/04/2017","21:45","06.3","251","06.6","10.6","1024.5","4.23"
"07/04/2017","21:50","07.2","254","07.3","10.6","1024.5","4.23"
"07/04/2017","21:55","07.0","266","07.1","10.5","1024.5","4.23"
"07/04/2017","22:00","06.7","257","06.8","10.4","1024.5","4.22"
"07/04/2017","22:05","06.6","257","06.7","10.6","1024.5","4.22"
"07/04/2017","22:10","05.8","255","06.0","10.4","1024.5","4.22"
"07/04/2017","22:15","06.2","255","06.3","10.2","1024.4","4.21"
"07/04/2017","22:20","06.1","251","06.2","10.2","1024.4","4.21"
"07/04/2017","22:25","05.3","246","05.7","10.1","1024.4","4.20"
"07/04/2017","22:30","06.7","252","06.8","10.5","1024.4","4.20"
"07/04/2017","22:35","06.0","249","06.3","10.5","1024.4","4.20"
"07/04/2017","22:40","05.6","251","05.6","10.4","1024.3","4.20"
"07/04/2017","22:45","05.7","254","05.8","10.3","1024.2","4.20"
"07/04/2017","22:50","05.4","253","05.6","10.3","1024.2","4.21"
"07/04/2017","22:55","04.5","248","04.9","10.1","1024.3","4.21"
"07/04/2017","23:00","05.5","256","06.0","10.2","1024.2","4.21"
"07/04/2017","23:05","05.2","257","05.3","10.0","1024.2","4.22"
"07/04/2017","23:10","04.0","259","04.0","10.0","1024.2","4.23"
"07/04/2017","23:15","04.0","264","04.1","10.0","1024.2","4.23"
"07/04/2017","23:20","03.8","271","04.0","10.0","1024.2","4.23"
"07/04/2017","23:25","02.8","270","03.1","09.8","1024.2","4.23"
"07/04/2017","23:30","04.1","267","04.3","09.9","1024.1","4.23"
"07/04/2017","23:35","03.5","269","03.8","10.0","1024.1","4.23"
"07/04/2017","23:40","03.7","264","04.0","10.0","1024.1","4.22"
"07/04/2017","23:45","01.8","273","02.5","10.0","1024.1","4.21"
"07/04/2017","23:50","03.4","265","03.8","09.8","1024.1","4.19"
"07/04/2017","23:55","03.9","274","04.2","09.9","1024.1","4.18"
