"Date","Time","WSPD","WD","GST","ATMP","BARO","DEPTH"
"04/04/2017","00:00","07.4","245","08.5","09.7","1023.1","2.20"
"04/04/2017","00:05","08.6","244","09.3","09.7","1023.1","2.20"
"04/04/2017","00:10","09.8","238","11.0","09.7","1023.1","2.21"
"04/04/2017","00:15","09.7","244","10.6","09.7","1023.1","2.21"
"04/04/2017","00:20","08.7","236","09.6","09.7","1023.1","2.21"
"04/04/2017","00:25","07.1","235","08.1","09.7","1023.1","2.21"
"04/04/2017","00:30","07.9","228","08.7","09.7","1022.8","2.21"
"04/04/2017","00:35","09.2","226","10.3","09.7","1022.8","2.23"
"04/04/2017","00:40","07.4","227","08.7","09.8","1022.8","2.23"
"04/04/2017","00:45","08.1","225","09.8","09.7","1022.8","2.24"
"04/04/2017","00:50","07.1","222","09.4","09.7","1022.8","2.16"
"04/04/2017","00:55","08.0","228","08.5","09.7","1022.8","2.26"
"04/04/2017","01:00","06.9","225","08.2","09.7","1022.8","2.27"
"04/04/2017","02:05","09.9","238","12.0","09.9","1022.3","2.47"
"04/04/2017","02:10","10.1","235","11.8","09.8","1022.3","2.48"
"04/04/2017","02:15","08.7","242","11.3","09.8","1022.1","2.51"
"04/04/2017","02:20","08.1","241","09.1","09.7","1022.1","2.53"
"04/04/2017","02:25","09.1","239","10.5","09.7","1022.1","2.56"
"04/04/2017","02:30","08.8","233","10.0","09.7","1022.1","2.59"
"04/04/2017","02:35","07.9","237","09.3","09.7","1022.1","2.63"
"04/04/2017","02:40","07.8","237","08.5","09.7","1022.1","2.68"
"04/04/2017","02:45","06.9","242","08.4","09.7","1021.8","2.72"
"04/04/2017","02:50","07.8","236","09.8","09.7","1021.8","2.76"
"04/04/2017","02:55","07.1","222","08.4","09.7","1021.8","2.84"
"04/04/2017","03:00","07.3","237","08.5","09.7","1021.8","2.90"
"04/04/2017","03:05","07.3","250","09.4","09.7","1021.8","2.95"
"04/04/2017","03:10","08.1","244","09.9","09.7","1021.8","3.03"
"04/04/2017","03:15","10.9","237","13.0","09.7","1021.8","3.11"
"04/04/2017","03:20","08.8","229","09.8","09.7","1021.8","3.18"
"04/04/2017","03:25","11.7","226","13.6","09.7","1021.8","3.25"
"04/04/2017","03:30","06.8","241","08.8","09.7","1021.8","3.32"
"04/04/2017","03:35","10.6","234","11.9","09.7","1021.8","3.40"
"04/04/2017","03:40","10.0","231","12.6","09.7","1021.8","3.46"
"04/04/2017","03:45","09.2","234","10.5","09.7","1021.8","3.52"
"04/04/2017","03:50","11.3","241","12.0","09.7","1021.7","3.60"
"04/04/2017","03:55","08.9","236","10.1","09.7","1021.5","3.66"
"04/04/2017","04:00","09.3","239","12.0","09.7","1021.5","3.73"
"04/04/2017","04:05","09.2","244","11.3","09.7","1021.5","3.77"
"04/04/2017","04:10","07.4","241","08.3","09.7","1021.5","3.84"
"04/04/2017","04:15","07.0","248","07.7","09.7","1021.5","3.88"
"04/04/2017","04:20","06.9","243","07.7","09.7","1021.5","3.93"
"04/04/2017","04:25","06.7","239","08.5","09.7","1021.5","3.96"
"04/04/2017","04:30","05.1","248","06.7","09.7","1021.5","3.99"
"04/04/2017","04:35","05.2","255","05.8","09.7","1021.5","4.01"
"04/04/2017","04:40","05.5","239","06.6","09.7","1021.5","4.04"
"04/04/2017","04:45","05.4","244","06.9","09.7","1021.5","4.06"
"04/04/2017","04:50","06.8","238","07.6","09.8","1021.5","4.08"
"04/04/2017","04:55","06.0","221","06.8","09.7","1021.5","4.10"
"04/04/2017","05:00","06.9","218","07.6","09.7","1021.5","4.11"
"04/04/2017","05:05","05.4","256","06.1","09.7","1021.5","4.11"
"04/04/2017","05:10","05.2","254","05.7","09.8","1021.7","4.12"
"04/04/2017","05:15","03.7","251","04.5","09.8","1021.7","4.12"
"04/04/2017","05:20","03.2","243","04.2","09.8","1021.7","4.12"
"04/04/2017","05:25","04.0","244","04.9","09.7","1021.7","4.12"
"04/04/2017","05:30","03.6","245","04.4","09.7","1021.7","4.12"
"04/04/2017","05:35","02.6","236","03.4","09.7","1021.7","4.12"
"04/04/2017","05:40","02.4","240","03.2","09.7","1021.7","4.11"
"04/04/2017","05:45","02.7","232","03.2","09.8","1021.7","4.11"
"04/04/2017","05:50","01.6","222","01.9","09.8","1021.7","4.11"
"04/04/2017","05:55","02.8","199","03.3","09.8","1021.7","4.11"
"04/04/2017","06:00","04.6","201","05.0","09.8","1021.8","4.11"
"04/04/2017","06:05","03.3","181","03.7","09.8","1021.8","4.09"
"04/04/2017","06:10","04.0","199","04.4","09.8","1021.8","4.10"
"04/04/2017","06:15","04.0","223","04.4","09.8","1021.8","4.10"
"04/04/2017","06:20","03.8","210","04.4","09.8","1021.6","4.09"
"04/04/2017","06:25","03.3","188","03.9","09.8","1021.6","4.10"
"04/04/2017","06:30","02.7","210","04.6","09.8","1021.6","4.09"
"04/04/2017","06:35","04.4","208","05.2","09.8","1021.6","4.09"
"04/04/2017","06:40","06.5","208","07.3","09.8","1021.6","4.07"
"04/04/2017","06:45","05.4","198","06.2","09.9","1021.6","4.07"
"04/04/2017","06:50","03.6","212","04.2","09.8","1021.8","4.07"
"04/04/2017","06:55","02.3","220","02.9","09.8","1021.8","4.06"
"04/04/2017","07:00","01.5","170","01.8","09.8","1021.8","4.06"
"04/04/2017","07:05","03.0","225","03.4","09.8","1021.8","4.05"
"04/04/2017","07:10","03.5","243","03.9","09.9","1022.2","4.05"
"04/04/2017","07:15","04.1","268","05.3","09.9","1022.2","4.03"
"04/04/2017","07:20","02.7","298","04.4","09.9","1022.2","4.01"
"04/04/2017","07:25","04.0","290","05.8","09.9","1022.5","4.00"
