"Date","Time","WSPD","WD","GST","ATMP","BARO","DEPTH"
"04/04/2017","07:30","03.0","292","05.1","10.0","1022.5","3.98"
"04/04/2017","07:35","03.6","290","05.5","10.0","1022.5","3.95"
"04/04/2017","07:40","03.0","310","05.0","10.0","1022.5","3.93"
"04/04/2017","07:45","05.8","315","06.4","09.9","1022.7","3.90"
"04/04/2017","07:50","06.1","315","06.4","10.0","1022.7","3.87"
"04/04/2017","07:55","06.3","325","06.4","10.0","1022.7","3.84"
"04/04/2017","08:00","05.3","343","05.6","10.1","1022.7","3.79"
"04/04/2017","08:05","05.7","340","06.2","10.1","1022.7","3.75"
"04/04/2017","08:10","06.1","344","06.6","10.1","1022.8","3.71"
"04/04/2017","08:15","05.4","345","05.9","10.1","1022.9","3.65"
"04/04/2017","08:20","04.2","353","04.9","10.2","1022.9","3.61"
"04/04/2017","08:25","03.2","014","04.6","10.4","1022.9","3.52"
"04/04/2017","08:30","04.9","008","05.6","10.4","1022.9","3.44"
"04/04/2017","08:35","03.6","011","04.7","10.4","1022.9","3.36"
"04/04/2017","08:40","03.6","016","04.3","10.3","1022.9","3.27"
"04/04/2017","08:45","05.0","032","05.9","10.3","1023.1","3.18"
"04/04/2017","08:50","05.1","032","05.7","10.2","1023.1","3.08"
"04/04/2017","08:55","05.6","039","05.9","10.2","1023.1","3.00"
"04/04/2017","09:00","05.2","018","06.3","10.3","1023.2","2.92"
"04/04/2017","09:05","04.8","015","05.6","10.4","1023.2","2.81"
"04/04/2017","09:10","06.7","015","07.2","10.4","1023.2","2.72"
"04/04/2017","09:15","06.4","016","07.1","10.4","1023.2","2.60"
"04/04/2017","09:20","04.5","016","05.5","10.3","1023.2","2.50"
"04/04/2017","09:25","07.3","013","08.1","10.5","1023.2","2.41"
"04/04/2017","09:30","06.4","010","07.1","10.4","1023.2","2.31"
"04/04/2017","09:35","03.6","020","04.3","10.6","1023.7","2.22"
"04/04/2017","09:40","04.3","018","04.5","10.7","1023.7","2.13"
"04/04/2017","09:45","02.1","017","02.8","10.7","1023.8","2.05"
"04/04/2017","09:50","02.9","027","03.9","10.7","1023.9","1.98"
"04/04/2017","09:55","03.0","016","05.3","11.0","1023.9","1.91"
"04/04/2017","10:00","03.8","017","05.2","11.0","1023.9","1.84"
"04/04/2017","10:05","03.8","024","05.1","11.0","1023.9","1.80"
"04/04/2017","10:10","06.4","347","07.5","11.0","1024.0","1.74"
"04/04/2017","10:15","07.8","005","08.7","11.0","1024.0","1.70"
"04/04/2017","10:20","07.9","003","09.0","11.0","1024.0","1.66"
"04/04/2017","16:55","13.0","004","14.6","13.0","1025.4","3.74"
"04/04/2017","17:00","09.5","350","10.6","13.0","1025.7","3.80"
"04/04/2017","17:05","12.5","011","14.2","13.0","1025.7","3.82"
"04/04/2017","17:10","11.9","009","13.5","13.0","1025.7","3.86"
"04/04/2017","17:15","04.6","009","06.0","13.2","1025.7","3.90"
"04/04/2017","17:20","05.2","015","06.6","13.2","1025.7","3.92"
"04/04/2017","17:25","09.9","014","13.3","13.5","1025.7","3.95"
"04/04/2017","17:30","10.0","008","10.8","13.5","1025.7","3.99"
"04/04/2017","17:35","09.9","007","11.3","13.7","1025.8","4.00"
"04/04/2017","17:40","10.5","022","11.2","13.7","1025.8","4.03"
"04/04/2017","17:45","11.0","015","12.5","13.9","1025.8","4.05"
"04/04/2017","17:50","11.8","018","12.9","14.0","1025.8","4.06"
"04/04/2017","17:55","11.2","021","12.9","14.0","1025.8","4.07"
"04/04/2017","18:00","09.1","360","11.6","14.1","1025.8","4.09"
"04/04/2017","18:05","04.9","014","06.9","14.1","1025.8","4.10"
"04/04/2017","18:10","09.0","006","10.5","14.1","1025.8","4.11"
"04/04/2017","18:15","08.7","351","09.8","14.1","1025.8","4.12"
"04/04/2017","18:20","11.4","005","13.8","14.2","1025.9","4.12"
"04/04/2017","18:25","11.7","005","13.2","14.3","1025.9","4.13"
"04/04/2017","18:30","14.1","002","15.4","14.3","1026.0","4.14"
"04/04/2017","18:35","07.4","357","09.8","14.2","1026.0","4.14"
"04/04/2017","18:40","11.2","015","13.0","14.3","1026.0","4.16"
"04/04/2017","18:45","11.5","008","12.5","14.2","1026.0","4.18"
"04/04/2017","18:50","09.4","010","11.1","14.2","1026.0","4.18"
"04/04/2017","18:55","07.8","008","10.1","14.2","1026.0","4.19"
"04/04/2017","19:00","09.8","002","12.3","14.2","1026.2","4.19"
"04/04/2017","19:05","10.8","001","11.1","14.2","1026.2","4.19"
"04/04/2017","19:10","10.1","353","12.2","14.2","1026.2","4.20"
"04/04/2017","19:15","06.8","007","09.1","14.2","1026.2","4.22"
"04/04/2017","19:20","06.5","344","09.4","14.2","1026.2","4.22"
"04/04/2017","19:25","11.6","355","12.4","14.2","1026.2","4.22"
"04/04/2017","19:30","08.7","358","10.8","14.1","1026.2","4.22"
"04/04/2017","19:35","09.5","002","11.4","14.1","1026.2","4.22"
"04/04/2017","19:40","10.4","004","12.6","14.1","1026.2","4.20"
"04/04/2017","19:45","10.6","005","12.3","14.1","1026.2","4.20"
"04/04/2017","19:50","10.4","008","13.3","14.0","1026.2","4.19"
"04/04/2017","19:55","14.2","354","17.4","14.0","1026.2","4.19"
"04/04/2017","20:00","10.6","354","11.7","14.0","1026.6","4.14"
"04/04/2017","20:05","10.6","355","12.2","14.0","1026.7","4.12"
"04/04/2017","20:10","13.0","358","15.6","13.7","1026.7","4.14"
"04/04/2017","20:15","13.4","004","15.7","13.6","1026.7","4.09"
"04/04/2017","20:20","15.7","004","19.0","13.6","1026.7","4.09"
"04/04/2017","20:25","15.4","004","18.5","13.4","1026.7","4.03"
"04/04/2017","20:30","10.7","353","13.2","13.4","1026.7","4.00"
"04/04/2017","20:35","10.9","352","14.0","13.2","1026.7","3.96"
"04/04/2017","20:40","11.4","004","14.9","13.0","1026.7","3.92"
"04/04/2017","20:45","10.6","359","13.2","13.0","1026.7","3.86"
"04/04/2017","20:50","10.6","358","12.4","13.0","1026.7","3.83"
"04/04/2017","20:55","11.7","003","15.0","12.9","1027.4","3.76"
"04/04/2017","21:00","14.4","360","17.2","12.8","1027.5","3.70"
"04/04/2017","21:05","11.5","001","14.2","12.7","1027.5","3.66"
"04/04/2017","21:10","13.3","360","16.8","12.6","1027.5","3.59"
"04/04/2017","21:15","11.8","001","14.4","12.5","1027.5","3.49"
"04/04/2017","21:20","13.0","007","15.7","12.4","1027.5","3.45"
"04/04/2017","21:25","13.3","002","16.8","12.4","1027.5","3.34"
"04/04/2017","21:30","12.5","358","19.5","12.3","1027.5","3.24"
"04/04/2017","21:35","13.6","001","15.5","12.3","1027.5","3.19"
"04/04/2017","21:40","15.2","007","20.6","12.2","1027.5","3.08"
"04/04/2017","21:45","09.8","351","13.0","12.2","1027.5","2.96"
"04/04/2017","21:50","13.7","002","17.5","12.2","1027.5","2.93"
"04/04/2017","21:55","14.3","008","16.4","12.0","1027.5","2.82"
"04/04/2017","22:00","12.3","001","15.6","11.9","1027.5","2.71"
"04/04/2017","22:05","13.3","004","16.2","11.9","1027.5","2.65"
"04/04/2017","22:10","13.3","001","16.7","11.8","1027.5","2.56"
"04/04/2017","22:15","17.4","002","20.2","11.7","1027.5","2.46"
"04/04/2017","22:20","13.4","006","15.9","11.7","1027.5","2.41"
"04/04/2017","22:25","12.8","005","14.8","11.7","1027.5","2.32"
"04/04/2017","22:30","13.3","008","14.8","11.6","1027.5","2.23"
"04/04/2017","22:35","14.6","001","16.7","11.5","1027.5","2.19"
"04/04/2017","22:40","11.2","006","12.6","11.5","1027.5","2.12"
"04/04/2017","22:45","12.2","005","14.3","11.4","1027.5","2.05"
"04/04/2017","22:50","08.5","349","09.9","11.3","1027.5","2.03"
"04/04/2017","22:55","09.9","338","13.4","11.1","1028.5","1.97"
"04/04/2017","23:00","11.1","352","12.8","11.1","1028.6","1.92"
"04/04/2017","23:05","08.1","354","11.9","11.0","1028.6","1.90"
"04/04/2017","23:10","09.9","353","14.8","10.9","1028.6","1.87"
"04/04/2017","23:15","08.8","342","14.8","10.9","1028.6","1.85"
"04/04/2017","23:20","12.6","360","15.3","10.9","1028.6","1.83"
"04/04/2017","23:25","10.4","332","10.8","10.9","1028.6","1.83"
"04/04/2017","23:30","14.2","346","16.5","10.7","1028.6","1.82"
"04/04/2017","23:35","14.9","347","16.7","10.6","1028.6","1.82"
"04/04/2017","23:40","16.2","344","17.6","10.4","1028.6","1.81"
"04/04/2017","23:45","10.5","354","13.0","10.3","1028.6","1.81"
"04/04/2017","23:50","13.0","345","15.3","10.2","1028.6","1.82"
"04/04/2017","23:55","13.7","348","16.4","10.0","1028.6","1.84"
