"Date","Time","WSPD","WD","GST","ATMP","BARO","DEPTH"
"03/04/2017","00:00","02.9","277","03.4","09.7","1024.9","2.26"
"03/04/2017","00:05","02.8","273","03.5","09.7","1024.9","2.27"
"03/04/2017","00:10","02.3","264","02.4","09.7","1024.9","2.30"
"03/04/2017","00:15","03.3","256","03.8","09.4","1024.9","2.31"
"03/04/2017","00:20","04.4","261","04.6","09.3","1024.8","2.34"
"03/04/2017","00:25","04.5","252","04.6","09.3","1024.8","2.35"
"03/04/2017","00:30","03.2","244","03.8","09.3","1024.8","2.36"
"03/04/2017","00:35","03.3","222","03.5","09.2","1024.8","2.37"
"03/04/2017","00:40","02.8","226","03.0","09.1","1024.8","2.39"
"03/04/2017","00:45","02.4","226","02.8","09.1","1024.8","2.40"
"03/04/2017","00:50","02.9","242","03.6","09.1","1024.8","2.41"
"03/04/2017","00:55","03.5","255","03.6","09.0","1024.8","2.41"
"03/04/2017","01:00","02.6","255","03.0","09.0","1024.8","2.43"
"03/04/2017","06:05","02.2","221","02.5","06.6","1024.4","4.33"
"03/04/2017","06:10","01.9","212","02.7","06.9","1024.4","4.31"
"03/04/2017","06:15","02.1","223","02.3","06.9","1024.4","4.28"
"03/04/2017","06:20","00.7","179","01.0","06.6","1024.4","4.27"
"03/04/2017","06:25","01.2","224","01.5","06.3","1024.4","4.25"
"03/04/2017","06:30","00.1","185","00.7","06.3","1024.4","4.20"
"03/04/2017","06:35","01.2","142","01.9","06.3","1024.4","4.17"
"03/04/2017","06:40","01.2","044","01.7","06.3","1024.4","4.16"
"03/04/2017","06:45","01.2","017","01.7","06.3","1024.4","4.13"
"03/04/2017","06:50","00.7","110","01.2","06.0","1024.4","4.10"
"03/04/2017","06:55","01.6","044","01.8","06.1","1024.5","4.07"
"03/04/2017","07:00","02.0","048","02.5","05.9","1024.4","4.03"
"03/04/2017","07:05","01.1","015","01.5","05.9","1024.5","3.98"
"03/04/2017","07:10","02.1","016","02.9","06.1","1024.5","3.92"
"03/04/2017","07:15","01.4","038","01.5","06.1","1024.5","3.87"
"03/04/2017","07:20","01.4","014","02.1","06.3","1024.6","3.80"
"03/04/2017","07:25","01.2","044","01.7","06.2","1024.7","3.72"
